Student_ID,Gender,Age,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Assignments_Completed,Previous_Exam_Score,Internet_Access,Family_Income_Level,Final_Exam_Score,Total_Score,Study_Efficiency
756,Female,20,7,7,98,9,92,No,High,109.2,201.2,15.6
757,Female,21,2,5,90,8,44,No,Low,59.6,103.6,29.8
758,Male,20,8,5,73,3,88,No,Medium,102.1,190.1,12.7625
759,Male,21,6,6,65,9,65,Yes,Medium,82.5,147.5,13.75
760,Male,19,4,5,71,9,44,Yes,Low,58.9,102.9,14.725
761,Female,17,5,4,75,9,61,Yes,Low,67.9,128.9,13.580000000000002
762,Female,19,8,8,76,8,54,Yes,Medium,82.4,136.4,10.3
763,Male,19,3,7,82,6,52,No,Low,53.4,105.4,17.8
764,Female,18,3,8,73,1,67,Yes,Medium,65.7,132.7,21.900000000000002
765,Male,18,4,6,66,8,72,Yes,Medium,61.6,133.6,15.4
766,Male,18,1,7,91,3,82,No,High,73.1,155.1,73.1
767,Male,18,9,7,74,7,62,No,Low,83.0,145.0,9.222222222222221
768,Female,21,8,4,76,6,72,Yes,Low,89.6,161.6,11.2
769,Female,20,8,6,93,6,82,No,High,101.7,183.7,12.7125
770,Male,17,6,5,64,7,57,No,Medium,63.0,120.0,10.5
771,Male,19,7,4,86,0,89,Yes,Low,91.4,180.4,13.057142857142859
772,Male,21,6,4,82,4,92,Yes,High,85.4,177.4,14.233333333333334
773,Male,17,9,8,99,1,69,Yes,High,96.3,165.3,10.7
774,Female,21,3,8,73,1,65,Yes,Low,71.9,136.9,23.96666666666667
775,Female,21,3,8,74,0,55,No,High,53.2,108.2,17.733333333333334
776,Male,19,3,4,92,4,52,No,Medium,56.4,108.4,18.8
777,Male,20,3,5,90,1,78,Yes,High,71.2,149.2,23.733333333333334
778,Female,18,9,7,94,3,72,Yes,Medium,101.0,173.0,11.222222222222221
779,Female,20,4,8,76,2,65,No,Medium,73.8,138.8,18.45
780,Male,19,7,5,87,2,87,Yes,Low,94.9,181.9,13.557142857142859
781,Male,19,9,6,78,1,40,Yes,High,83.4,123.4,9.266666666666667
782,Male,19,7,8,82,5,88,Yes,Medium,102.8,190.8,14.685714285714285
783,Female,17,9,7,91,1,77,Yes,Medium,102.1,179.1,11.344444444444443
784,Female,20,3,6,99,7,41,No,High,56.1,97.1,18.7
785,Female,20,4,6,72,7,88,Yes,Medium,82.8,170.8,20.7
786,Male,21,8,7,79,4,45,No,High,75.7,120.7,9.4625
787,Male,21,6,8,94,9,85,Yes,Low,87.2,172.2,14.533333333333333
788,Female,21,5,4,64,6,89,Yes,Medium,83.8,172.8,16.759999999999998
789,Female,19,4,7,68,3,77,No,Medium,79.2,156.2,19.8
790,Male,20,8,7,88,0,81,Yes,High,105.8,186.8,13.225
791,Female,19,1,7,65,1,63,No,High,42.7,105.7,42.7
792,Female,17,9,6,84,9,57,Yes,High,90.0,147.0,10.0
793,Male,21,1,5,90,9,66,Yes,High,63.4,129.4,63.4
794,Female,19,8,4,81,3,80,Yes,Medium,104.3,184.3,13.0375
795,Male,19,4,8,61,0,47,Yes,Low,66.1,113.1,16.525
796,Male,17,9,8,64,7,67,Yes,Low,83.0,150.0,9.222222222222221
797,Male,18,5,5,86,8,49,No,Low,69.4,118.4,13.88
798,Male,20,3,7,84,3,56,No,Low,53.6,109.6,17.866666666666667
799,Male,18,9,4,67,9,94,Yes,High,95.7,189.7,10.633333333333333
800,Male,21,9,8,60,2,68,Yes,Medium,85.2,153.2,9.466666666666667
801,Male,19,4,8,79,1,45,No,Medium,61.7,106.7,15.425
802,Female,17,4,7,82,4,53,No,Medium,68.8,121.8,17.2
803,Male,17,8,5,91,2,61,Yes,High,96.7,157.7,12.0875
804,Male,20,2,4,70,9,93,Yes,Medium,76.2,169.2,38.1
805,Female,18,9,5,98,6,45,No,High,83.4,128.4,9.266666666666667
806,Female,20,6,5,83,5,65,Yes,Medium,86.9,151.9,14.483333333333334
807,Female,19,9,4,70,0,78,No,Low,95.2,173.2,10.577777777777778
808,Male,20,8,4,88,7,51,Yes,High,92.8,143.8,11.6
809,Female,17,7,8,85,1,74,No,Medium,94.1,168.1,13.442857142857141
810,Male,17,1,8,75,4,53,No,Low,44.7,97.7,44.7
811,Male,21,3,4,94,8,61,Yes,Low,75.6,136.6,25.2
812,Male,21,2,6,79,7,90,No,Low,61.7,151.7,30.85
813,Male,19,5,8,62,1,62,Yes,High,58.4,120.4,11.68
814,Female,18,5,6,60,8,87,Yes,High,70.8,157.8,14.16
815,Female,20,5,4,60,4,46,Yes,Medium,68.4,114.4,13.680000000000001
816,Male,19,4,8,76,9,79,Yes,Low,71.4,150.4,17.85
817,Male,21,5,5,61,5,89,No,Medium,86.9,175.9,17.380000000000003
818,Male,20,3,4,88,2,64,Yes,Medium,62.0,126.0,20.666666666666668
819,Female,21,1,7,79,2,52,Yes,Low,39.5,91.5,39.5
820,Male,20,5,6,65,9,60,Yes,Medium,65.5,125.5,13.1
821,Male,18,9,4,67,7,80,Yes,High,87.1,167.1,9.677777777777777
822,Female,19,9,4,88,9,49,No,Medium,99.0,148.0,11.0
823,Female,20,4,8,92,9,92,Yes,Low,84.4,176.4,21.1
824,Male,17,3,8,62,1,94,No,High,75.2,169.2,25.066666666666666
825,Female,17,1,8,94,1,48,No,High,52.4,100.4,52.4
826,Female,20,2,7,64,4,54,No,Medium,58.8,112.8,29.4
827,Male,20,8,8,86,5,91,Yes,Medium,101.2,192.2,12.65
828,Female,20,1,4,71,1,41,Yes,High,43.7,84.7,43.7
829,Male,17,8,8,79,4,64,Yes,Medium,79.3,143.3,9.9125
830,Female,17,7,5,79,6,52,Yes,Low,75.5,127.5,10.785714285714286
831,Male,20,8,8,68,9,73,No,Medium,95.6,168.6,11.95
832,Male,21,6,7,98,9,90,No,Medium,94.4,184.4,15.733333333333334
833,Male,21,9,5,63,7,73,Yes,High,88.1,161.1,9.788888888888888
834,Female,18,3,4,78,6,74,Yes,Medium,74.0,148.0,24.666666666666668
835,Male,19,4,4,97,7,77,Yes,Medium,86.9,163.9,21.725
836,Female,21,6,6,86,8,42,Yes,Medium,66.6,108.6,11.1
837,Male,17,8,5,72,4,81,Yes,Low,101.0,182.0,12.625
838,Male,21,5,6,72,4,45,Yes,Medium,70.6,115.6,14.12
839,Female,18,3,5,81,9,94,Yes,Low,81.9,175.9,27.3
840,Male,18,6,5,87,3,87,No,Low,87.9,174.9,14.65
841,Male,19,4,7,81,8,88,No,Low,81.5,169.5,20.375
842,Female,21,9,6,78,4,58,No,Low,96.6,154.6,10.733333333333333
843,Male,17,3,7,67,1,42,No,High,51.9,93.9,17.3
844,Male,17,4,5,67,9,57,Yes,Low,57.9,114.9,14.475
845,Male,20,7,4,85,7,78,Yes,Medium,83.7,161.7,11.957142857142857
846,Male,17,7,5,85,6,48,Yes,Low,69.7,117.7,9.957142857142857
847,Female,19,4,7,82,7,91,Yes,Medium,88.0,179.0,22.0
848,Female,19,6,6,72,2,51,Yes,Low,66.0,117.0,11.0
849,Male,17,3,6,87,3,44,No,High,60.7,104.7,20.233333333333334
850,Female,17,6,7,68,4,42,Yes,Low,66.2,108.2,11.033333333333333
851,Male,20,2,6,79,5,50,No,Low,47.7,97.7,23.85
852,Female,17,8,8,78,0,69,Yes,High,94.0,163.0,11.75
853,Male,20,2,4,98,3,43,No,Low,62.6,105.6,31.3
854,Male,20,7,4,71,9,44,Yes,Medium,63.9,107.9,9.128571428571428
855,Male,17,9,4,74,4,40,No,Low,74.2,114.2,8.244444444444445
856,Male,18,1,6,90,6,66,Yes,Low,54.4,120.4,54.4
857,Male,18,8,6,73,4,67,Yes,Low,87.7,154.7,10.9625
858,Male,20,7,5,70,0,68,Yes,High,92.2,160.2,13.171428571428573
859,Female,17,6,5,85,6,57,Yes,Low,74.3,131.3,12.383333333333333
860,Male,18,6,4,86,7,51,No,Low,81.2,132.2,13.533333333333333
861,Female,17,6,8,70,6,52,Yes,Medium,65.8,117.8,10.966666666666667
862,Male,17,9,5,97,3,80,No,Low,107.1,187.1,11.899999999999999
863,Female,17,2,5,93,7,41,Yes,Low,60.3,101.3,30.15
864,Female,21,1,6,78,4,76,No,Low,63.8,139.8,63.8
865,Female,17,6,8,65,9,84,Yes,Low,92.1,176.1,15.35
866,Male,21,8,4,97,8,55,Yes,Medium,96.1,151.1,12.0125
867,Male,20,3,5,87,9,87,No,Medium,83.9,170.9,27.96666666666667
868,Female,18,1,8,60,4,63,Yes,High,52.2,115.2,52.2
869,Male,18,9,8,94,0,74,Yes,Low,103.8,177.8,11.533333333333333
870,Female,18,1,4,99,8,61,No,High,58.1,119.1,58.1
871,Male,18,3,8,67,4,75,Yes,High,56.1,131.1,18.7
872,Female,18,8,8,66,5,50,No,Low,75.8,125.8,9.475
873,Female,18,3,8,70,3,94,Yes,Medium,75.6,169.6,25.2
874,Male,18,4,5,98,5,85,No,Medium,75.4,160.4,18.85
875,Female,20,8,4,63,7,68,No,Low,90.1,158.1,11.2625
876,Male,17,1,8,84,2,74,No,Low,49.8,123.8,49.8
877,Female,19,6,8,71,4,87,No,Medium,78.1,165.1,13.016666666666666
878,Female,21,1,5,85,1,93,Yes,Low,66.7,159.7,66.7
879,Male,19,1,4,97,1,54,Yes,Low,59.7,113.7,59.7
880,Male,19,8,6,71,6,70,No,Low,84.3,154.3,10.5375
881,Male,17,4,5,96,9,81,Yes,Medium,90.2,171.2,22.55
882,Female,17,1,4,83,9,80,Yes,High,65.9,145.9,65.9
883,Male,17,7,8,75,9,82,Yes,High,86.3,168.3,12.328571428571427
884,Female,18,5,4,72,5,55,No,Low,62.6,117.6,12.52
885,Female,20,5,4,84,3,49,Yes,Medium,62.8,111.8,12.559999999999999
886,Male,18,1,4,63,4,88,Yes,Low,66.1,154.1,66.1
887,Male,20,6,6,70,0,71,No,Medium,71.4,142.4,11.9
888,Female,20,9,4,91,6,90,Yes,Low,114.3,204.3,12.7
889,Female,19,9,6,66,7,41,No,Medium,88.2,129.2,9.8
890,Male,19,8,8,70,8,63,No,Medium,93.2,156.2,11.65
891,Male,20,5,6,87,7,62,No,High,66.9,128.9,13.38
892,Male,20,1,8,82,4,41,Yes,Low,48.0,89.0,48.0
893,Male,18,9,8,82,2,77,Yes,High,104.4,181.4,11.600000000000001
894,Male,18,1,6,87,9,70,No,High,53.1,123.1,53.1
895,Female,19,8,5,85,8,90,No,Medium,93.5,183.5,11.6875
896,Female,17,5,7,84,5,79,No,Low,75.8,154.8,15.16
897,Female,20,3,4,88,4,65,No,Medium,61.4,126.4,20.466666666666665
898,Female,18,7,7,78,2,68,No,Medium,79.6,147.6,11.37142857142857
899,Male,19,7,4,92,5,42,No,Medium,71.4,113.4,10.200000000000001
900,Male,18,9,4,95,2,53,Yes,Low,86.7,139.7,9.633333333333333
901,Male,20,7,8,73,9,64,No,Low,91.5,155.5,13.071428571428571
902,Female,20,3,4,73,5,87,No,Medium,78.7,165.7,26.233333333333334
903,Female,21,1,4,94,3,40,No,Low,58.2,98.2,58.2
904,Male,17,8,6,89,1,92,Yes,Medium,96.5,188.5,12.0625
905,Male,21,3,7,87,7,42,Yes,Low,47.9,89.9,15.966666666666667
906,Female,19,8,6,76,3,93,Yes,Low,105.0,198.0,13.125
907,Female,18,8,4,62,8,65,Yes,High,81.6,146.6,10.2
908,Male,19,5,8,75,6,57,No,Medium,76.3,133.3,15.26
909,Male,20,1,6,89,1,48,Yes,High,47.9,95.9,47.9
910,Female,21,7,6,88,3,77,No,High,88.2,165.2,12.6
911,Male,21,5,5,74,4,62,No,Medium,69.0,131.0,13.8
912,Male,21,8,4,84,2,60,No,Medium,90.2,150.2,11.275
913,Male,19,9,8,97,8,40,No,Low,95.1,135.1,10.566666666666666
914,Female,20,7,6,97,4,60,No,Medium,89.1,149.1,12.728571428571428
915,Female,18,7,6,82,1,66,No,High,94.0,160.0,13.428571428571429
916,Female,18,1,8,84,2,81,Yes,High,61.6,142.6,61.6
917,Female,19,4,4,66,8,45,Yes,Medium,53.8,98.8,13.45
918,Female,21,2,5,81,6,94,Yes,High,72.9,166.9,36.45
919,Female,17,2,6,76,1,83,Yes,Low,75.0,158.0,37.5
920,Female,19,2,5,77,8,75,Yes,High,57.1,132.1,28.55
921,Male,19,4,7,69,3,67,No,Low,72.5,139.5,18.125
922,Male,20,1,4,69,8,84,Yes,High,57.3,141.3,57.3
923,Male,18,4,7,66,1,56,Yes,Low,58.2,114.2,14.55
924,Male,19,2,7,97,9,79,Yes,Low,79.7,158.7,39.85
925,Male,19,5,7,86,3,91,No,Medium,90.2,181.2,18.04
926,Male,21,3,4,92,4,42,No,Low,59.4,101.4,19.8
927,Male,21,8,4,60,1,51,No,Medium,74.4,125.4,9.3
928,Female,17,4,8,93,9,78,Yes,High,78.1,156.1,19.525
929,Female,20,1,5,63,0,51,Yes,High,42.3,93.3,42.3
930,Male,17,1,5,76,6,41,Yes,High,37.2,78.2,37.2
931,Male,21,3,8,63,9,85,Yes,Low,72.9,157.9,24.3
932,Female,18,9,8,85,0,61,Yes,High,93.9,154.9,10.433333333333334
933,Male,21,7,7,63,7,62,No,High,86.7,148.7,12.385714285714286
934,Male,20,2,8,60,2,69,Yes,Medium,61.6,130.6,30.8
935,Female,21,9,6,66,9,44,No,Medium,80.4,124.4,8.933333333333334
936,Male,20,2,5,89,5,48,Yes,High,57.9,105.9,28.95
937,Female,20,3,8,68,6,60,No,High,49.4,109.4,16.466666666666665
938,Male,20,2,6,94,9,50,No,Low,49.2,99.2,24.6
939,Female,20,3,6,67,0,44,No,Low,54.7,98.7,18.233333333333334
940,Female,20,6,6,83,5,74,No,High,82.5,156.5,13.75
941,Female,18,9,6,78,6,66,Yes,Medium,90.8,156.8,10.088888888888889
942,Male,17,9,7,95,5,88,Yes,High,113.7,201.7,12.633333333333333
943,Female,19,7,6,86,3,41,Yes,Low,85.2,126.2,12.171428571428573
944,Male,17,3,7,91,0,63,No,Medium,63.5,126.5,21.166666666666668
945,Male,20,4,7,73,8,70,Yes,Medium,64.9,134.9,16.225
946,Male,18,6,6,77,3,72,Yes,Low,88.9,160.9,14.816666666666668
947,Male,21,5,5,87,6,78,Yes,High,90.3,168.3,18.06
948,Female,18,2,6,88,6,69,Yes,High,64.0,133.0,32.0
949,Female,20,6,6,75,1,85,No,High,87.5,172.5,14.583333333333334
950,Male,18,3,6,94,0,76,No,Low,72.6,148.6,24.2
951,Male,18,8,5,90,7,90,Yes,Medium,105.0,195.0,13.125
952,Female,20,2,4,63,7,67,Yes,Low,56.7,123.7,28.35
953,Male,18,1,4,96,6,70,Yes,High,60.8,130.8,60.8
954,Female,19,9,7,76,7,50,No,Low,96.8,146.8,10.755555555555555
955,Male,19,3,7,98,2,62,No,Medium,76.2,138.2,25.400000000000002
956,Male,18,1,5,85,1,41,No,Low,39.9,80.9,39.9
957,Female,21,7,8,98,6,79,Yes,High,90.0,169.0,12.857142857142858
958,Male,20,5,4,63,7,80,No,Medium,69.9,149.9,13.98
959,Female,19,5,7,89,0,66,No,Low,79.1,145.1,15.819999999999999
960,Male,21,1,4,89,9,74,No,Low,53.3,127.3,53.3
961,Male,18,9,5,81,8,41,No,Medium,82.7,123.7,9.18888888888889
962,Male,21,7,5,70,3,78,No,Medium,78.2,156.2,11.171428571428573
963,Female,17,8,8,61,3,76,Yes,High,95.7,171.7,11.9625
964,Male,19,9,8,71,2,60,Yes,Medium,88.3,148.3,9.81111111111111
965,Male,18,6,5,89,5,44,Yes,High,76.3,120.3,12.716666666666667
966,Male,20,5,7,95,0,91,Yes,Low,85.9,176.9,17.18
967,Male,18,6,4,77,5,84,No,High,85.7,169.7,14.283333333333333
968,Female,20,2,6,85,1,60,Yes,Low,57.5,117.5,28.75
969,Female,18,4,8,66,8,68,Yes,Medium,71.0,139.0,17.75
970,Male,21,3,6,60,1,59,Yes,Low,50.6,109.6,16.866666666666667
971,Female,21,7,7,85,6,77,No,Medium,92.3,169.3,13.185714285714285
972,Male,21,9,8,82,0,59,Yes,Low,83.2,142.2,9.244444444444445
973,Male,17,5,6,85,6,89,No,Low,87.1,176.1,17.419999999999998
974,Male,20,6,7,65,4,64,No,Low,70.1,134.1,11.683333333333332
975,Female,21,2,4,65,7,41,No,Low,53.9,94.9,26.95
976,Female,17,3,7,67,3,71,Yes,High,71.5,142.5,23.833333333333332
977,Female,20,3,8,83,9,65,No,Low,70.9,135.9,23.633333333333336
978,Female,18,9,5,81,6,45,Yes,High,95.3,140.3,10.588888888888889
979,Female,17,7,4,78,5,80,Yes,Medium,82.4,162.4,11.771428571428572
980,Female,19,8,6,96,4,42,Yes,Medium,84.6,126.6,10.575
981,Female,17,9,8,77,3,72,No,High,103.9,175.9,11.544444444444444
982,Female,17,6,5,90,6,40,No,Medium,75.0,115.0,12.5
983,Female,20,4,7,96,4,90,Yes,Medium,91.8,181.8,22.95
984,Male,18,1,5,89,4,44,No,Low,41.3,85.3,41.3
985,Female,19,8,8,92,0,52,No,Low,80.4,132.4,10.05
986,Female,21,7,8,69,1,58,No,Low,79.9,137.9,11.414285714285715
987,Female,21,2,5,96,4,51,Yes,High,68.2,119.2,34.1
988,Female,17,8,7,71,2,87,No,High,92.1,179.1,11.5125
989,Female,20,5,5,89,1,64,No,Medium,74.3,138.3,14.86
990,Female,20,7,8,86,3,90,Yes,Low,94.8,184.8,13.542857142857143
991,Female,21,4,8,98,3,74,No,High,82.0,156.0,20.5
992,Female,19,5,6,68,3,51,Yes,High,59.8,110.8,11.959999999999999
993,Female,18,8,6,80,3,69,No,Low,99.6,168.6,12.45
994,Female,19,1,4,71,2,44,No,High,48.9,92.9,48.9
995,Female,18,1,8,88,6,73,No,Low,61.6,134.6,61.6
996,Male,21,4,6,92,8,61,No,Medium,65.0,126.0,16.25
997,Male,18,3,5,74,4,78,No,Medium,65.4,143.4,21.8
998,Female,20,2,7,61,3,52,No,Medium,45.1,97.1,22.55
999,Female,17,3,5,98,1,86,Yes,Low,82.8,168.8,27.599999999999998
1000,Male,17,1,7,77,1,93,No,High,60.3,153.3,60.3
1001,Female,21,1,6,62,4,42,No,Medium,34.4,76.4,34.4
1002,Male,20,6,4,66,6,92,No,Medium,89.6,181.6,14.933333333333332
1003,Male,19,5,5,77,9,59,Yes,Medium,73.7,132.7,14.74
1004,Male,20,8,5,97,9,70,Yes,High,96.1,166.1,12.0125
1005,Male,17,2,5,96,8,44,Yes,High,63.4,107.4,31.7
1006,Male,17,4,7,92,6,63,No,Low,65.8,128.8,16.45
1007,Female,20,8,6,90,4,79,No,Medium,95.6,174.6,11.95
1008,Male,20,6,5,70,9,93,Yes,High,88.2,181.2,14.700000000000001
1009,Female,17,1,5,63,9,72,Yes,Low,58.7,130.7,58.7
1010,Female,19,4,4,77,9,47,Yes,Medium,68.9,115.9,17.225
1011,Male,21,1,4,63,5,63,No,High,49.1,112.1,49.1
1012,Male,21,2,6,93,2,89,Yes,High,78.5,167.5,39.25
1013,Female,20,5,6,88,4,59,No,Low,76.0,135.0,15.2
1014,Male,21,8,8,83,7,55,No,Medium,88.9,143.9,11.1125
1015,Male,17,8,4,81,0,89,No,Medium,104.9,193.9,13.1125
1016,Female,17,3,8,61,0,91,Yes,High,59.7,150.7,19.900000000000002
1017,Female,20,4,7,65,6,51,No,Medium,64.9,115.9,16.225
1018,Male,20,6,8,84,4,52,Yes,Low,80.0,132.0,13.333333333333334
1019,Female,20,3,5,80,4,84,Yes,High,67.6,151.6,22.53333333333333
1020,Male,19,2,8,75,0,81,Yes,High,65.9,146.9,32.95
1021,Male,21,6,6,90,8,78,Yes,Low,85.2,163.2,14.200000000000001
1022,Male,20,5,7,73,0,64,No,High,68.5,132.5,13.7
1023,Female,18,5,5,98,4,85,No,Medium,79.4,164.4,15.88
1024,Female,18,5,8,87,9,71,No,Medium,80.5,151.5,16.1
1025,Female,17,5,7,91,8,63,No,High,80.5,143.5,16.1
1026,Female,21,3,7,87,3,87,Yes,Low,80.9,167.9,26.96666666666667
1027,Female,20,7,5,68,7,86,Yes,Low,89.8,175.8,12.828571428571427
1028,Male,18,6,8,81,5,83,Yes,Medium,96.5,179.5,16.083333333333332
1029,Male,21,4,7,91,2,48,Yes,Low,64.5,112.5,16.125
1030,Male,17,2,7,64,3,79,No,High,59.8,138.8,29.9
1031,Male,19,9,4,82,1,89,Yes,High,111.2,200.2,12.355555555555556
1032,Female,21,1,7,64,0,62,No,Medium,50.0,112.0,50.0
1033,Male,21,4,4,91,7,89,Yes,Medium,77.9,166.9,19.475
1034,Female,19,1,8,69,0,52,Yes,Medium,54.5,106.5,54.5
1035,Male,21,6,8,98,0,71,Yes,Low,87.8,158.8,14.633333333333333
1036,Female,17,4,8,74,3,89,Yes,High,75.8,164.8,18.95
1037,Female,17,5,6,66,9,54,No,High,61.4,115.4,12.28
1038,Male,19,5,8,88,9,75,No,High,86.4,161.4,17.28
1039,Male,20,9,7,62,5,88,No,Medium,107.8,195.8,11.977777777777778
1040,Male,18,1,5,78,8,44,No,High,51.0,95.0,51.0
1041,Male,20,2,4,69,0,61,Yes,Low,50.1,111.1,25.05
1042,Female,21,6,6,87,6,55,Yes,Low,72.1,127.1,12.016666666666666
1043,Male,18,5,8,88,9,80,No,High,76.4,156.4,15.280000000000001
1044,Male,19,7,8,74,4,49,No,Medium,67.8,116.8,9.685714285714285
1045,Female,19,3,5,94,7,63,Yes,High,63.4,126.4,21.133333333333333
1046,Male,18,3,5,65,6,57,Yes,Low,55.3,112.3,18.433333333333334
1047,Male,17,2,6,71,3,88,No,Low,72.5,160.5,36.25
1048,Male,18,3,4,97,3,57,No,Low,69.9,126.9,23.3
1049,Male,21,1,8,72,5,46,No,High,41.0,87.0,41.0
1050,Male,17,5,6,88,5,43,Yes,Low,76.6,119.6,15.319999999999999
1051,Female,19,5,7,78,8,65,No,Medium,64.4,129.4,12.88
1052,Male,18,7,7,62,4,44,No,High,80.2,124.2,11.457142857142857
1053,Male,20,4,6,67,7,94,No,High,81.7,175.7,20.425
1054,Male,20,3,8,67,4,55,No,Low,64.1,119.1,21.366666666666664
1055,Male,21,1,6,79,1,74,No,Low,50.3,124.3,50.3
1056,Male,20,8,8,63,5,65,Yes,Medium,91.9,156.9,11.4875
1057,Female,18,3,5,80,8,57,No,High,52.8,109.8,17.599999999999998
1058,Male,18,2,6,62,2,68,Yes,Low,54.8,122.8,27.4
1059,Female,20,4,8,67,0,62,No,Medium,64.9,126.9,16.225
1060,Female,18,3,6,82,0,92,No,Low,68.4,160.4,22.8
1061,Male,21,1,6,75,2,53,No,High,44.7,97.7,44.7
1062,Male,17,3,8,72,9,54,Yes,Low,55.2,109.2,18.400000000000002
1063,Male,21,2,8,62,4,88,Yes,High,71.8,159.8,35.9
1064,Male,21,8,4,68,2,72,Yes,Low,96.2,168.2,12.025
1065,Female,18,6,6,73,8,64,No,High,79.5,143.5,13.25
1066,Male,17,9,7,72,7,60,No,Medium,92.6,152.6,10.288888888888888
1067,Male,18,8,6,66,2,56,Yes,High,90.2,146.2,11.275
1068,Male,19,3,6,74,8,62,Yes,Medium,63.0,125.0,21.0
1069,Male,18,5,8,66,5,82,No,High,83.6,165.6,16.72
1070,Male,18,7,6,97,6,56,Yes,Medium,87.5,143.5,12.5
1071,Male,18,5,6,93,3,53,No,Low,76.1,129.1,15.219999999999999
1072,Female,17,8,7,81,3,68,Yes,High,92.5,160.5,11.5625
1073,Female,18,5,8,83,1,59,Yes,Low,81.5,140.5,16.3
1074,Male,17,1,6,96,4,69,Yes,Medium,64.4,133.4,64.4
1075,Male,20,5,5,60,7,58,No,High,62.2,120.2,12.440000000000001
1076,Male,19,4,4,69,6,92,No,High,79.5,171.5,19.875
1077,Female,17,6,7,75,6,78,Yes,Low,78.7,156.7,13.116666666666667
1078,Male,20,3,6,67,5,52,No,High,63.9,115.9,21.3
1079,Female,17,5,5,84,2,57,No,High,81.0,138.0,16.2
1080,Male,17,2,6,71,4,62,No,Low,49.1,111.1,24.55
1081,Male,19,6,6,84,0,85,No,High,97.2,182.2,16.2
1082,Male,21,6,8,76,6,72,Yes,Low,79.6,151.6,13.266666666666666
1083,Male,21,5,8,85,8,78,No,Low,86.7,164.7,17.34
1084,Female,17,6,8,73,0,79,No,Low,76.5,155.5,12.75
1085,Female,18,7,5,95,1,57,Yes,Low,81.3,138.3,11.614285714285714
1086,Male,20,5,6,82,2,48,No,Low,65.8,113.8,13.16
1087,Male,18,1,4,65,2,72,No,Medium,58.3,130.3,58.3
1088,Female,18,8,7,64,7,71,No,Medium,81.6,152.6,10.2
1089,Female,17,4,8,84,6,93,Yes,Low,81.4,174.4,20.35
1090,Female,17,9,8,77,5,56,Yes,Medium,92.5,148.5,10.277777777777779
1091,Female,17,6,6,72,9,58,No,Medium,77.8,135.8,12.966666666666667
1092,Male,17,1,6,73,9,66,No,High,49.3,115.3,49.3
1093,Female,21,3,5,87,3,45,Yes,Low,68.1,113.1,22.7
1094,Male,17,3,5,77,8,74,Yes,Medium,62.7,136.7,20.900000000000002
1095,Female,21,4,8,87,0,76,Yes,High,72.5,148.5,18.125
1096,Female,21,6,6,86,1,73,No,High,79.0,152.0,13.166666666666666
1097,Female,17,7,4,91,3,59,No,Low,92.9,151.9,13.271428571428572
1098,Female,19,4,7,68,2,64,Yes,Low,67.0,131.0,16.75
1099,Female,20,6,6,99,0,43,No,High,71.9,114.9,11.983333333333334
1100,Male,18,1,6,91,4,49,No,Low,41.9,90.9,41.9
1101,Male,21,8,5,79,6,49,No,Low,76.3,125.3,9.5375
1102,Female,20,7,7,87,1,63,No,High,94.3,157.3,13.471428571428572
1103,Female,19,9,8,92,4,60,No,High,97.6,157.6,10.844444444444443
1104,Male,18,3,6,63,5,50,No,Low,57.9,107.9,19.3
1105,Female,18,2,8,93,6,66,No,Medium,56.3,122.3,28.15
1106,Female,21,1,6,62,0,55,Yes,Low,54.6,109.6,54.6
1107,Male,17,3,8,85,6,65,Yes,Medium,63.5,128.5,21.166666666666668
1108,Female,19,5,7,67,3,69,Yes,High,72.7,141.7,14.540000000000001
1109,Female,21,2,5,65,7,88,Yes,Medium,69.7,157.7,34.85
1110,Male,19,3,7,75,3,55,Yes,High,57.5,112.5,19.166666666666668
1111,Male,17,4,4,83,5,46,Yes,Low,55.3,101.3,13.825
1112,Male,17,7,5,98,8,55,Yes,Low,80.4,135.4,11.485714285714286
1113,Female,21,3,7,89,4,74,Yes,High,80.3,154.3,26.766666666666666
1114,Male,17,9,4,72,3,55,Yes,High,91.6,146.6,10.177777777777777
1115,Male,20,8,6,64,7,79,No,High,94.8,173.8,11.85
1116,Male,18,4,6,84,8,51,No,Low,60.6,111.6,15.15
1117,Male,21,1,8,79,3,74,Yes,Low,51.3,125.3,51.3
1118,Male,19,1,5,77,2,88,No,Medium,60.3,148.3,60.3
1119,Male,20,1,6,77,7,60,No,High,60.1,120.1,60.1
1120,Female,21,1,5,61,4,89,Yes,Medium,52.9,141.9,52.9
1121,Female,17,8,6,69,1,82,Yes,Low,95.5,177.5,11.9375
1122,Male,17,3,8,71,9,75,Yes,Medium,71.3,146.3,23.766666666666666
1123,Male,17,6,7,72,8,87,No,Medium,76.4,163.4,12.733333333333334
1124,Male,17,3,8,70,2,56,No,Low,60.4,116.4,20.133333333333333
1125,Female,19,5,4,78,1,71,Yes,Low,76.8,147.8,15.36
1126,Female,20,7,6,94,0,80,No,High,92.2,172.2,13.171428571428573
1127,Female,18,2,4,98,7,45,No,Medium,54.4,99.4,27.2
1128,Female,19,6,4,85,2,63,No,Low,83.7,146.7,13.950000000000001
1129,Female,19,6,5,73,6,66,Yes,Low,80.3,146.3,13.383333333333333
1130,Female,18,3,6,83,0,59,No,Medium,55.5,114.5,18.5
1131,Female,18,6,4,60,0,64,No,Low,66.6,130.6,11.1
