Student_ID,Gender,Age,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Assignments_Completed,Previous_Exam_Score,Internet_Access,Family_Income_Level,Final_Exam_Score,Study_Efficiency,Score_Improvement,Performance_Category
642,Female,17,8,7,83,4,69,Yes,High,101.5,12.6875,32.5,High
643,Female,20,8,5,60,4,48,No,Low,85.2,10.65,37.2,High
644,Male,21,9,8,70,6,65,No,High,95.0,10.555555555555555,30.0,High
645,Female,18,4,7,80,4,41,No,Low,51.4,12.85,10.399999999999999,Low
646,Male,19,5,4,63,2,42,No,Medium,54.7,10.940000000000001,12.700000000000003,Low
647,Male,17,5,6,66,9,85,Yes,Medium,87.8,17.56,2.799999999999997,High
648,Male,19,8,5,85,4,43,No,High,79.7,9.9625,36.7,Medium
649,Female,19,7,4,71,6,64,Yes,Medium,77.9,11.12857142857143,13.900000000000006,Medium
650,Male,20,9,5,90,4,90,No,High,103.0,11.444444444444445,13.0,High
651,Male,21,8,8,76,4,52,No,High,83.6,10.45,31.599999999999994,Medium
652,Female,17,2,6,92,8,78,Yes,Medium,69.8,34.9,-8.200000000000003,Medium
653,Male,19,4,6,70,2,83,No,High,81.2,20.3,-1.7999999999999972,Medium
654,Male,17,6,8,87,5,74,No,Medium,93.7,15.616666666666667,19.700000000000003,High
655,Female,18,2,6,91,0,94,Yes,Low,73.9,36.95,-20.099999999999994,Medium
656,Male,20,7,7,60,9,62,No,Low,80.8,11.542857142857143,18.799999999999997,Medium
657,Male,18,3,5,87,4,48,Yes,Medium,52.3,17.433333333333334,4.299999999999997,Low
658,Male,17,3,4,66,7,41,Yes,Medium,58.2,19.400000000000002,17.200000000000003,Low
659,Female,17,2,8,61,4,93,Yes,Medium,69.5,34.75,-23.5,Medium
660,Female,21,8,7,83,8,80,Yes,Medium,91.9,11.4875,11.900000000000006,High
661,Female,19,6,4,63,5,83,No,Low,81.1,13.516666666666666,-1.9000000000000057,Medium
662,Male,19,1,4,78,7,70,No,High,57.4,57.4,-12.600000000000001,Low
663,Male,18,1,8,85,9,83,No,High,59.7,59.7,-23.299999999999997,Low
664,Female,20,7,7,70,7,86,Yes,Low,96.4,13.771428571428572,10.400000000000006,High
665,Male,19,8,4,99,2,41,No,High,76.1,9.5125,35.099999999999994,Medium
666,Male,21,5,4,70,6,71,No,Low,81.4,16.28,10.400000000000006,Medium
667,Female,18,5,7,62,6,57,No,High,70.4,14.080000000000002,13.400000000000006,Medium
668,Female,18,4,6,71,9,52,No,Medium,70.1,17.525,18.099999999999994,Medium
669,Male,21,6,4,62,5,85,Yes,Medium,72.6,12.1,-12.400000000000006,Medium
670,Male,20,6,5,86,6,44,Yes,Medium,67.4,11.233333333333334,23.400000000000006,Medium
671,Male,21,3,7,61,1,81,No,Low,69.7,23.233333333333334,-11.299999999999997,Medium
672,Female,20,9,4,75,8,83,Yes,Low,92.7,10.3,9.700000000000003,High
673,Female,21,7,8,61,9,49,No,High,62.9,8.985714285714286,13.899999999999999,Medium
674,Female,21,1,5,89,9,82,No,High,61.5,61.5,-20.5,Medium
675,Female,17,7,4,79,0,64,No,High,85.3,12.185714285714285,21.299999999999997,High
676,Male,18,5,5,97,0,73,Yes,Low,91.3,18.259999999999998,18.299999999999997,High
677,Female,21,5,5,87,2,76,No,High,82.5,16.5,6.5,Medium
678,Female,21,2,6,84,2,69,Yes,Medium,64.8,32.4,-4.200000000000003,Medium
679,Female,19,4,5,91,0,46,Yes,High,55.7,13.925,9.700000000000003,Low
680,Female,18,6,6,69,6,45,No,Medium,76.7,12.783333333333333,31.700000000000003,Medium
681,Female,19,7,7,99,3,93,Yes,Low,96.9,13.842857142857143,3.9000000000000057,High
682,Male,18,5,6,92,9,94,Yes,Medium,87.2,17.44,-6.799999999999997,High
683,Male,19,9,8,72,1,42,No,Medium,76.4,8.488888888888889,34.400000000000006,Medium
684,Female,21,3,4,96,9,52,Yes,Medium,58.6,19.533333333333335,6.600000000000001,Low
685,Male,21,1,7,75,4,42,Yes,Low,40.3,40.3,-1.7000000000000028,Low
686,Female,17,4,7,81,5,65,No,Low,63.3,15.825,-1.7000000000000028,Medium
687,Female,19,9,8,79,8,63,No,Low,102.9,11.433333333333334,39.900000000000006,High
688,Male,20,4,6,86,3,92,Yes,Low,75.6,18.9,-16.400000000000006,Medium
689,Male,17,2,4,75,1,45,No,High,54.5,27.25,9.5,Low
690,Female,19,5,6,93,4,82,No,Low,79.7,15.940000000000001,-2.299999999999997,Medium
691,Female,19,3,5,91,2,88,Yes,Medium,75.5,25.166666666666668,-12.5,Medium
692,Female,17,9,6,85,1,81,Yes,Low,93.9,10.433333333333334,12.900000000000006,High
693,Male,21,4,7,84,0,51,No,High,61.6,15.4,10.600000000000001,Medium
694,Female,19,6,4,61,9,88,Yes,High,89.5,14.916666666666666,1.5,High
695,Female,21,2,6,71,1,75,No,High,66.3,33.15,-8.700000000000003,Medium
696,Female,17,6,4,99,5,41,No,Medium,82.1,13.683333333333332,41.099999999999994,Medium
697,Male,21,3,4,68,7,50,Yes,Low,64.4,21.46666666666667,14.400000000000006,Medium
698,Female,18,9,5,71,2,78,Yes,Low,88.5,9.833333333333334,10.5,High
699,Female,20,2,5,85,8,73,No,Low,64.7,32.35,-8.299999999999997,Medium
700,Male,19,9,7,68,8,65,No,Medium,82.4,9.155555555555557,17.400000000000006,Medium
701,Female,20,5,8,69,1,57,No,Medium,58.5,11.7,1.5,Low
702,Female,21,8,4,91,7,60,No,High,82.3,10.2875,22.299999999999997,Medium
703,Male,19,2,8,93,9,75,Yes,High,65.9,32.95,-9.099999999999994,Medium
704,Female,21,6,7,79,4,79,No,Low,76.3,12.716666666666667,-2.700000000000003,Medium
705,Male,18,3,4,98,3,91,Yes,Medium,84.8,28.266666666666666,-6.200000000000003,Medium
706,Male,17,5,4,61,9,85,Yes,Medium,76.3,15.26,-8.700000000000003,Medium
707,Female,19,8,8,60,4,83,No,Low,95.2,11.9,12.200000000000003,High
708,Female,18,1,6,95,3,61,Yes,Low,56.9,56.9,-4.100000000000001,Low
709,Female,18,5,5,83,7,92,Yes,High,92.7,18.54,0.7000000000000028,High
710,Female,19,3,6,86,3,69,No,High,66.4,22.133333333333336,-2.5999999999999943,Medium
711,Male,21,4,8,61,9,89,Yes,High,80.9,20.225,-8.099999999999994,Medium
712,Female,18,2,5,90,5,82,Yes,Low,62.8,31.4,-19.200000000000003,Medium
713,Male,20,9,6,73,1,69,No,Low,92.5,10.277777777777779,23.5,High
714,Female,18,3,5,61,4,47,No,High,57.1,19.033333333333335,10.100000000000001,Low
715,Female,21,2,4,88,5,73,No,High,58.6,29.3,-14.399999999999999,Low
716,Female,21,9,6,74,4,86,No,Medium,106.6,11.844444444444443,20.599999999999994,High
717,Male,20,7,5,71,1,48,No,Medium,83.5,11.928571428571429,35.5,Medium
718,Female,18,6,5,96,6,90,No,High,84.8,14.133333333333333,-5.200000000000003,Medium
719,Female,21,1,5,87,3,59,No,High,49.7,49.7,-9.299999999999997,Low
720,Female,19,5,6,79,7,79,Yes,Medium,79.3,15.86,0.29999999999999716,Medium
721,Female,17,3,7,98,6,64,Yes,High,75.0,25.0,11.0,Medium
722,Male,17,1,6,83,6,58,No,Medium,46.1,46.1,-11.899999999999999,Low
723,Female,17,4,8,80,8,44,Yes,Medium,63.6,15.9,19.6,Medium
724,Male,18,2,6,69,0,50,Yes,Medium,55.7,27.85,5.700000000000003,Low
725,Male,20,2,5,73,9,54,No,Low,62.5,31.25,8.5,Medium
726,Male,21,3,4,96,5,47,Yes,Low,57.6,19.2,10.600000000000001,Low
727,Male,19,8,6,77,5,58,No,High,86.3,10.7875,28.299999999999997,High
728,Male,19,8,6,83,5,62,Yes,Medium,81.7,10.2125,19.700000000000003,Medium
729,Male,18,7,5,73,5,66,No,Low,92.3,13.185714285714285,26.299999999999997,High
730,Female,17,6,4,93,9,79,Yes,High,88.5,14.75,9.5,High
731,Male,18,9,4,71,6,71,Yes,High,84.7,9.411111111111111,13.700000000000003,Medium
732,Male,20,4,8,81,9,65,Yes,High,79.3,19.825,14.299999999999997,Medium
733,Male,20,1,6,65,5,66,No,High,50.9,50.9,-15.100000000000001,Low
734,Female,21,8,4,95,0,58,Yes,High,92.7,11.5875,34.7,High
735,Female,21,7,4,95,2,89,Yes,Medium,102.1,14.585714285714285,13.099999999999994,High
736,Male,20,7,7,81,1,81,No,High,88.7,12.671428571428573,7.700000000000003,High
737,Female,20,3,7,73,5,68,No,Medium,64.1,21.366666666666664,-3.9000000000000057,Medium
738,Male,20,4,4,75,7,78,Yes,Low,66.7,16.675,-11.299999999999997,Medium
739,Male,18,9,8,95,2,80,Yes,High,101.5,11.277777777777779,21.5,High
740,Female,20,6,4,84,9,72,Yes,Low,83.0,13.833333333333334,11.0,Medium
741,Male,19,5,5,91,7,58,Yes,Medium,83.5,16.7,25.5,Medium
742,Female,17,3,6,92,7,76,No,Medium,66.0,22.0,-10.0,Medium
743,Female,20,9,8,95,4,58,Yes,Low,87.7,9.744444444444445,29.700000000000003,High
744,Male,17,5,5,79,7,72,Yes,High,84.5,16.9,12.5,Medium
745,Male,18,5,8,77,5,86,No,High,85.5,17.1,-0.5,High
746,Female,17,4,5,97,4,55,Yes,Low,76.1,19.025,21.099999999999994,Medium
747,Male,18,4,6,62,8,62,Yes,Low,63.4,15.85,1.3999999999999986,Medium
748,Male,19,1,6,82,6,46,Yes,Low,47.0,47.0,1.0,Low
749,Male,18,7,7,91,7,65,No,High,94.3,13.471428571428572,29.299999999999997,High
750,Female,18,9,5,75,0,71,No,High,98.9,10.988888888888889,27.900000000000006,High
751,Female,21,3,7,64,1,51,Yes,High,47.6,15.866666666666667,-3.3999999999999986,Low
752,Male,20,2,5,63,7,47,Yes,Low,55.7,27.85,8.700000000000003,Low
753,Female,20,3,7,80,8,44,No,High,47.6,15.866666666666667,3.6000000000000014,Low
754,Female,19,1,6,99,3,81,Yes,Medium,63.1,63.1,-17.9,Medium
755,Female,19,6,8,73,9,67,Yes,Low,76.7,12.783333333333333,9.700000000000003,Medium
756,Female,20,7,7,98,9,92,No,High,109.2,15.6,17.200000000000003,High
757,Female,21,2,5,90,8,44,No,Low,59.6,29.8,15.600000000000001,Low
758,Male,20,8,5,73,3,88,No,Medium,102.1,12.7625,14.099999999999994,High
759,Male,21,6,6,65,9,65,Yes,Medium,82.5,13.75,17.5,Medium
760,Male,19,4,5,71,9,44,Yes,Low,58.9,14.725,14.899999999999999,Low
761,Female,17,5,4,75,9,61,Yes,Low,67.9,13.580000000000002,6.900000000000006,Medium
762,Female,19,8,8,76,8,54,Yes,Medium,82.4,10.3,28.400000000000006,Medium
763,Male,19,3,7,82,6,52,No,Low,53.4,17.8,1.3999999999999986,Low
764,Female,18,3,8,73,1,67,Yes,Medium,65.7,21.900000000000002,-1.2999999999999972,Medium
765,Male,18,4,6,66,8,72,Yes,Medium,61.6,15.4,-10.399999999999999,Medium
766,Male,18,1,7,91,3,82,No,High,73.1,73.1,-8.900000000000006,Medium
767,Male,18,9,7,74,7,62,No,Low,83.0,9.222222222222221,21.0,Medium
768,Female,21,8,4,76,6,72,Yes,Low,89.6,11.2,17.599999999999994,High
769,Female,20,8,6,93,6,82,No,High,101.7,12.7125,19.700000000000003,High
770,Male,17,6,5,64,7,57,No,Medium,63.0,10.5,6.0,Medium
771,Male,19,7,4,86,0,89,Yes,Low,91.4,13.057142857142859,2.4000000000000057,High
772,Male,21,6,4,82,4,92,Yes,High,85.4,14.233333333333334,-6.599999999999994,High
773,Male,17,9,8,99,1,69,Yes,High,96.3,10.7,27.299999999999997,High
774,Female,21,3,8,73,1,65,Yes,Low,71.9,23.96666666666667,6.900000000000006,Medium
775,Female,21,3,8,74,0,55,No,High,53.2,17.733333333333334,-1.7999999999999972,Low
776,Male,19,3,4,92,4,52,No,Medium,56.4,18.8,4.399999999999999,Low
777,Male,20,3,5,90,1,78,Yes,High,71.2,23.733333333333334,-6.799999999999997,Medium
778,Female,18,9,7,94,3,72,Yes,Medium,101.0,11.222222222222221,29.0,High
779,Female,20,4,8,76,2,65,No,Medium,73.8,18.45,8.799999999999997,Medium
780,Male,19,7,5,87,2,87,Yes,Low,94.9,13.557142857142859,7.900000000000006,High
781,Male,19,9,6,78,1,40,Yes,High,83.4,9.266666666666667,43.400000000000006,Medium
782,Male,19,7,8,82,5,88,Yes,Medium,102.8,14.685714285714285,14.799999999999997,High
783,Female,17,9,7,91,1,77,Yes,Medium,102.1,11.344444444444443,25.099999999999994,High
784,Female,20,3,6,99,7,41,No,High,56.1,18.7,15.100000000000001,Low
785,Female,20,4,6,72,7,88,Yes,Medium,82.8,20.7,-5.200000000000003,Medium
786,Male,21,8,7,79,4,45,No,High,75.7,9.4625,30.700000000000003,Medium
787,Male,21,6,8,94,9,85,Yes,Low,87.2,14.533333333333333,2.200000000000003,High
788,Female,21,5,4,64,6,89,Yes,Medium,83.8,16.759999999999998,-5.200000000000003,Medium
789,Female,19,4,7,68,3,77,No,Medium,79.2,19.8,2.200000000000003,Medium
790,Male,20,8,7,88,0,81,Yes,High,105.8,13.225,24.799999999999997,High
791,Female,19,1,7,65,1,63,No,High,42.7,42.7,-20.299999999999997,Low
792,Female,17,9,6,84,9,57,Yes,High,90.0,10.0,33.0,High
793,Male,21,1,5,90,9,66,Yes,High,63.4,63.4,-2.6000000000000014,Medium
794,Female,19,8,4,81,3,80,Yes,Medium,104.3,13.0375,24.299999999999997,High
795,Male,19,4,8,61,0,47,Yes,Low,66.1,16.525,19.099999999999994,Medium
796,Male,17,9,8,64,7,67,Yes,Low,83.0,9.222222222222221,16.0,Medium
797,Male,18,5,5,86,8,49,No,Low,69.4,13.88,20.400000000000006,Medium
798,Male,20,3,7,84,3,56,No,Low,53.6,17.866666666666667,-2.3999999999999986,Low
799,Male,18,9,4,67,9,94,Yes,High,95.7,10.633333333333333,1.7000000000000028,High
800,Male,21,9,8,60,2,68,Yes,Medium,85.2,9.466666666666667,17.200000000000003,High
801,Male,19,4,8,79,1,45,No,Medium,61.7,15.425,16.700000000000003,Medium
802,Female,17,4,7,82,4,53,No,Medium,68.8,17.2,15.799999999999997,Medium
803,Male,17,8,5,91,2,61,Yes,High,96.7,12.0875,35.7,High
804,Male,20,2,4,70,9,93,Yes,Medium,76.2,38.1,-16.799999999999997,Medium
805,Female,18,9,5,98,6,45,No,High,83.4,9.266666666666667,38.400000000000006,Medium
806,Female,20,6,5,83,5,65,Yes,Medium,86.9,14.483333333333334,21.900000000000006,High
807,Female,19,9,4,70,0,78,No,Low,95.2,10.577777777777778,17.200000000000003,High
808,Male,20,8,4,88,7,51,Yes,High,92.8,11.6,41.8,High
809,Female,17,7,8,85,1,74,No,Medium,94.1,13.442857142857141,20.099999999999994,High
810,Male,17,1,8,75,4,53,No,Low,44.7,44.7,-8.299999999999997,Low
811,Male,21,3,4,94,8,61,Yes,Low,75.6,25.2,14.599999999999994,Medium
812,Male,21,2,6,79,7,90,No,Low,61.7,30.85,-28.299999999999997,Medium
813,Male,19,5,8,62,1,62,Yes,High,58.4,11.68,-3.6000000000000014,Low
814,Female,18,5,6,60,8,87,Yes,High,70.8,14.16,-16.200000000000003,Medium
815,Female,20,5,4,60,4,46,Yes,Medium,68.4,13.680000000000001,22.400000000000006,Medium
816,Male,19,4,8,76,9,79,Yes,Low,71.4,17.85,-7.599999999999994,Medium
817,Male,21,5,5,61,5,89,No,Medium,86.9,17.380000000000003,-2.0999999999999943,High
818,Male,20,3,4,88,2,64,Yes,Medium,62.0,20.666666666666668,-2.0,Medium
819,Female,21,1,7,79,2,52,Yes,Low,39.5,39.5,-12.5,Low
820,Male,20,5,6,65,9,60,Yes,Medium,65.5,13.1,5.5,Medium
821,Male,18,9,4,67,7,80,Yes,High,87.1,9.677777777777777,7.099999999999994,High
822,Female,19,9,4,88,9,49,No,Medium,99.0,11.0,50.0,High
823,Female,20,4,8,92,9,92,Yes,Low,84.4,21.1,-7.599999999999994,Medium
824,Male,17,3,8,62,1,94,No,High,75.2,25.066666666666666,-18.799999999999997,Medium
825,Female,17,1,8,94,1,48,No,High,52.4,52.4,4.399999999999999,Low
826,Female,20,2,7,64,4,54,No,Medium,58.8,29.4,4.799999999999997,Low
827,Male,20,8,8,86,5,91,Yes,Medium,101.2,12.65,10.200000000000003,High
828,Female,20,1,4,71,1,41,Yes,High,43.7,43.7,2.700000000000003,Low
829,Male,17,8,8,79,4,64,Yes,Medium,79.3,9.9125,15.299999999999997,Medium
830,Female,17,7,5,79,6,52,Yes,Low,75.5,10.785714285714286,23.5,Medium
831,Male,20,8,8,68,9,73,No,Medium,95.6,11.95,22.599999999999994,High
832,Male,21,6,7,98,9,90,No,Medium,94.4,15.733333333333334,4.400000000000006,High
833,Male,21,9,5,63,7,73,Yes,High,88.1,9.788888888888888,15.099999999999994,High
834,Female,18,3,4,78,6,74,Yes,Medium,74.0,24.666666666666668,0.0,Medium
835,Male,19,4,4,97,7,77,Yes,Medium,86.9,21.725,9.900000000000006,High
836,Female,21,6,6,86,8,42,Yes,Medium,66.6,11.1,24.599999999999994,Medium
837,Male,17,8,5,72,4,81,Yes,Low,101.0,12.625,20.0,High
838,Male,21,5,6,72,4,45,Yes,Medium,70.6,14.12,25.599999999999994,Medium
839,Female,18,3,5,81,9,94,Yes,Low,81.9,27.3,-12.099999999999994,Medium
840,Male,18,6,5,87,3,87,No,Low,87.9,14.65,0.9000000000000057,High
841,Male,19,4,7,81,8,88,No,Low,81.5,20.375,-6.5,Medium
842,Female,21,9,6,78,4,58,No,Low,96.6,10.733333333333333,38.599999999999994,High
843,Male,17,3,7,67,1,42,No,High,51.9,17.3,9.899999999999999,Low
844,Male,17,4,5,67,9,57,Yes,Low,57.9,14.475,0.8999999999999986,Low
845,Male,20,7,4,85,7,78,Yes,Medium,83.7,11.957142857142857,5.700000000000003,Medium
846,Male,17,7,5,85,6,48,Yes,Low,69.7,9.957142857142857,21.700000000000003,Medium
847,Female,19,4,7,82,7,91,Yes,Medium,88.0,22.0,-3.0,High
848,Female,19,6,6,72,2,51,Yes,Low,66.0,11.0,15.0,Medium
849,Male,17,3,6,87,3,44,No,High,60.7,20.233333333333334,16.700000000000003,Medium
850,Female,17,6,7,68,4,42,Yes,Low,66.2,11.033333333333333,24.200000000000003,Medium
851,Male,20,2,6,79,5,50,No,Low,47.7,23.85,-2.299999999999997,Low
852,Female,17,8,8,78,0,69,Yes,High,94.0,11.75,25.0,High
853,Male,20,2,4,98,3,43,No,Low,62.6,31.3,19.6,Medium
854,Male,20,7,4,71,9,44,Yes,Medium,63.9,9.128571428571428,19.9,Medium
855,Male,17,9,4,74,4,40,No,Low,74.2,8.244444444444445,34.2,Medium
856,Male,18,1,6,90,6,66,Yes,Low,54.4,54.4,-11.600000000000001,Low
857,Male,18,8,6,73,4,67,Yes,Low,87.7,10.9625,20.700000000000003,High
858,Male,20,7,5,70,0,68,Yes,High,92.2,13.171428571428573,24.200000000000003,High
859,Female,17,6,5,85,6,57,Yes,Low,74.3,12.383333333333333,17.299999999999997,Medium
860,Male,18,6,4,86,7,51,No,Low,81.2,13.533333333333333,30.200000000000003,Medium
861,Female,17,6,8,70,6,52,Yes,Medium,65.8,10.966666666666667,13.799999999999997,Medium
862,Male,17,9,5,97,3,80,No,Low,107.1,11.899999999999999,27.099999999999994,High
863,Female,17,2,5,93,7,41,Yes,Low,60.3,30.15,19.299999999999997,Medium
864,Female,21,1,6,78,4,76,No,Low,63.8,63.8,-12.200000000000003,Medium
865,Female,17,6,8,65,9,84,Yes,Low,92.1,15.35,8.099999999999994,High
866,Male,21,8,4,97,8,55,Yes,Medium,96.1,12.0125,41.099999999999994,High
867,Male,20,3,5,87,9,87,No,Medium,83.9,27.96666666666667,-3.0999999999999943,Medium
868,Female,18,1,8,60,4,63,Yes,High,52.2,52.2,-10.799999999999997,Low
869,Male,18,9,8,94,0,74,Yes,Low,103.8,11.533333333333333,29.799999999999997,High
870,Female,18,1,4,99,8,61,No,High,58.1,58.1,-2.8999999999999986,Low
871,Male,18,3,8,67,4,75,Yes,High,56.1,18.7,-18.9,Low
872,Female,18,8,8,66,5,50,No,Low,75.8,9.475,25.799999999999997,Medium
873,Female,18,3,8,70,3,94,Yes,Medium,75.6,25.2,-18.400000000000006,Medium
874,Male,18,4,5,98,5,85,No,Medium,75.4,18.85,-9.599999999999994,Medium
875,Female,20,8,4,63,7,68,No,Low,90.1,11.2625,22.099999999999994,High
876,Male,17,1,8,84,2,74,No,Low,49.8,49.8,-24.200000000000003,Low
877,Female,19,6,8,71,4,87,No,Medium,78.1,13.016666666666666,-8.900000000000006,Medium
878,Female,21,1,5,85,1,93,Yes,Low,66.7,66.7,-26.299999999999997,Medium
879,Male,19,1,4,97,1,54,Yes,Low,59.7,59.7,5.700000000000003,Low
880,Male,19,8,6,71,6,70,No,Low,84.3,10.5375,14.299999999999997,Medium
881,Male,17,4,5,96,9,81,Yes,Medium,90.2,22.55,9.200000000000003,High
882,Female,17,1,4,83,9,80,Yes,High,65.9,65.9,-14.099999999999994,Medium
883,Male,17,7,8,75,9,82,Yes,High,86.3,12.328571428571427,4.299999999999997,High
884,Female,18,5,4,72,5,55,No,Low,62.6,12.52,7.600000000000001,Medium
885,Female,20,5,4,84,3,49,Yes,Medium,62.8,12.559999999999999,13.799999999999997,Medium
886,Male,18,1,4,63,4,88,Yes,Low,66.1,66.1,-21.900000000000006,Medium
887,Male,20,6,6,70,0,71,No,Medium,71.4,11.9,0.4000000000000057,Medium
888,Female,20,9,4,91,6,90,Yes,Low,114.3,12.7,24.299999999999997,High
889,Female,19,9,6,66,7,41,No,Medium,88.2,9.8,47.2,High
890,Male,19,8,8,70,8,63,No,Medium,93.2,11.65,30.200000000000003,High
891,Male,20,5,6,87,7,62,No,High,66.9,13.38,4.900000000000006,Medium
892,Male,20,1,8,82,4,41,Yes,Low,48.0,48.0,7.0,Low
893,Male,18,9,8,82,2,77,Yes,High,104.4,11.600000000000001,27.400000000000006,High
894,Male,18,1,6,87,9,70,No,High,53.1,53.1,-16.9,Low
895,Female,19,8,5,85,8,90,No,Medium,93.5,11.6875,3.5,High
896,Female,17,5,7,84,5,79,No,Low,75.8,15.16,-3.200000000000003,Medium
897,Female,20,3,4,88,4,65,No,Medium,61.4,20.466666666666665,-3.6000000000000014,Medium
898,Female,18,7,7,78,2,68,No,Medium,79.6,11.37142857142857,11.599999999999994,Medium
899,Male,19,7,4,92,5,42,No,Medium,71.4,10.200000000000001,29.400000000000006,Medium
900,Male,18,9,4,95,2,53,Yes,Low,86.7,9.633333333333333,33.7,High
901,Male,20,7,8,73,9,64,No,Low,91.5,13.071428571428571,27.5,High
902,Female,20,3,4,73,5,87,No,Medium,78.7,26.233333333333334,-8.299999999999997,Medium
903,Female,21,1,4,94,3,40,No,Low,58.2,58.2,18.200000000000003,Low
904,Male,17,8,6,89,1,92,Yes,Medium,96.5,12.0625,4.5,High
905,Male,21,3,7,87,7,42,Yes,Low,47.9,15.966666666666667,5.899999999999999,Low
906,Female,19,8,6,76,3,93,Yes,Low,105.0,13.125,12.0,High
907,Female,18,8,4,62,8,65,Yes,High,81.6,10.2,16.599999999999994,Medium
908,Male,19,5,8,75,6,57,No,Medium,76.3,15.26,19.299999999999997,Medium
909,Male,20,1,6,89,1,48,Yes,High,47.9,47.9,-0.10000000000000142,Low
910,Female,21,7,6,88,3,77,No,High,88.2,12.6,11.200000000000003,High
911,Male,21,5,5,74,4,62,No,Medium,69.0,13.8,7.0,Medium
912,Male,21,8,4,84,2,60,No,Medium,90.2,11.275,30.200000000000003,High
913,Male,19,9,8,97,8,40,No,Low,95.1,10.566666666666666,55.099999999999994,High
914,Female,20,7,6,97,4,60,No,Medium,89.1,12.728571428571428,29.099999999999994,High
915,Female,18,7,6,82,1,66,No,High,94.0,13.428571428571429,28.0,High
916,Female,18,1,8,84,2,81,Yes,High,61.6,61.6,-19.4,Medium
917,Female,19,4,4,66,8,45,Yes,Medium,53.8,13.45,8.799999999999997,Low
918,Female,21,2,5,81,6,94,Yes,High,72.9,36.45,-21.099999999999994,Medium
919,Female,17,2,6,76,1,83,Yes,Low,75.0,37.5,-8.0,Medium
920,Female,19,2,5,77,8,75,Yes,High,57.1,28.55,-17.9,Low
921,Male,19,4,7,69,3,67,No,Low,72.5,18.125,5.5,Medium
922,Male,20,1,4,69,8,84,Yes,High,57.3,57.3,-26.700000000000003,Low
923,Male,18,4,7,66,1,56,Yes,Low,58.2,14.55,2.200000000000003,Low
924,Male,19,2,7,97,9,79,Yes,Low,79.7,39.85,0.7000000000000028,Medium
925,Male,19,5,7,86,3,91,No,Medium,90.2,18.04,-0.7999999999999972,High
926,Male,21,3,4,92,4,42,No,Low,59.4,19.8,17.4,Low
927,Male,21,8,4,60,1,51,No,Medium,74.4,9.3,23.400000000000006,Medium
928,Female,17,4,8,93,9,78,Yes,High,78.1,19.525,0.09999999999999432,Medium
929,Female,20,1,5,63,0,51,Yes,High,42.3,42.3,-8.700000000000003,Low
930,Male,17,1,5,76,6,41,Yes,High,37.2,37.2,-3.799999999999997,Low
931,Male,21,3,8,63,9,85,Yes,Low,72.9,24.3,-12.099999999999994,Medium
932,Female,18,9,8,85,0,61,Yes,High,93.9,10.433333333333334,32.900000000000006,High
933,Male,21,7,7,63,7,62,No,High,86.7,12.385714285714286,24.700000000000003,High
934,Male,20,2,8,60,2,69,Yes,Medium,61.6,30.8,-7.399999999999999,Medium
935,Female,21,9,6,66,9,44,No,Medium,80.4,8.933333333333334,36.400000000000006,Medium
936,Male,20,2,5,89,5,48,Yes,High,57.9,28.95,9.899999999999999,Low
937,Female,20,3,8,68,6,60,No,High,49.4,16.466666666666665,-10.600000000000001,Low
938,Male,20,2,6,94,9,50,No,Low,49.2,24.6,-0.7999999999999972,Low
939,Female,20,3,6,67,0,44,No,Low,54.7,18.233333333333334,10.700000000000003,Low
940,Female,20,6,6,83,5,74,No,High,82.5,13.75,8.5,Medium
941,Female,18,9,6,78,6,66,Yes,Medium,90.8,10.088888888888889,24.799999999999997,High
942,Male,17,9,7,95,5,88,Yes,High,113.7,12.633333333333333,25.700000000000003,High
943,Female,19,7,6,86,3,41,Yes,Low,85.2,12.171428571428573,44.2,High
944,Male,17,3,7,91,0,63,No,Medium,63.5,21.166666666666668,0.5,Medium
945,Male,20,4,7,73,8,70,Yes,Medium,64.9,16.225,-5.099999999999994,Medium
946,Male,18,6,6,77,3,72,Yes,Low,88.9,14.816666666666668,16.900000000000006,High
947,Male,21,5,5,87,6,78,Yes,High,90.3,18.06,12.299999999999997,High
948,Female,18,2,6,88,6,69,Yes,High,64.0,32.0,-5.0,Medium
949,Female,20,6,6,75,1,85,No,High,87.5,14.583333333333334,2.5,High
950,Male,18,3,6,94,0,76,No,Low,72.6,24.2,-3.4000000000000057,Medium
951,Male,18,8,5,90,7,90,Yes,Medium,105.0,13.125,15.0,High
952,Female,20,2,4,63,7,67,Yes,Low,56.7,28.35,-10.299999999999997,Low
953,Male,18,1,4,96,6,70,Yes,High,60.8,60.8,-9.200000000000003,Medium
954,Female,19,9,7,76,7,50,No,Low,96.8,10.755555555555555,46.8,High
955,Male,19,3,7,98,2,62,No,Medium,76.2,25.400000000000002,14.200000000000003,Medium
956,Male,18,1,5,85,1,41,No,Low,39.9,39.9,-1.1000000000000014,Low
957,Female,21,7,8,98,6,79,Yes,High,90.0,12.857142857142858,11.0,High
958,Male,20,5,4,63,7,80,No,Medium,69.9,13.98,-10.099999999999994,Medium
959,Female,19,5,7,89,0,66,No,Low,79.1,15.819999999999999,13.099999999999994,Medium
960,Male,21,1,4,89,9,74,No,Low,53.3,53.3,-20.700000000000003,Low
961,Male,18,9,5,81,8,41,No,Medium,82.7,9.18888888888889,41.7,Medium
