Student_ID,Gender,Age,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Assignments_Completed,Previous_Exam_Score,Internet_Access,Family_Income_Level,Final_Exam_Score
1026,Female,21,3,7,87,3,87,Yes,Low,80.9
1027,Female,20,7,5,68,7,86,Yes,Low,89.8
1028,Male,18,6,8,81,5,83,Yes,Medium,96.5
1029,Male,21,4,7,91,2,48,Yes,Low,64.5
1030,Male,17,2,7,64,3,79,No,High,59.8
1031,Male,19,9,4,82,1,89,Yes,High,111.2
1032,Female,21,1,7,64,0,62,No,Medium,50.0
1033,Male,21,4,4,91,7,89,Yes,Medium,77.9
1034,Female,19,1,8,69,0,52,Yes,Medium,54.5
1035,Male,21,6,8,98,0,71,Yes,Low,87.8
1036,Female,17,4,8,74,3,89,Yes,High,75.8
1037,Female,17,5,6,66,9,54,No,High,61.4
1038,Male,19,5,8,88,9,75,No,High,86.4
1039,Male,20,9,7,62,5,88,No,Medium,107.8
1040,Male,18,1,5,78,8,44,No,High,51.0
1041,Male,20,2,4,69,0,61,Yes,Low,50.1
1042,Female,21,6,6,87,6,55,Yes,Low,72.1
1043,Male,18,5,8,88,9,80,No,High,76.4
1044,Male,19,7,8,74,4,49,No,Medium,67.8
1045,Female,19,3,5,94,7,63,Yes,High,63.4
1046,Male,18,3,5,65,6,57,Yes,Low,55.3
1047,Male,17,2,6,71,3,88,No,Low,72.5
1048,Male,18,3,4,97,3,57,No,Low,69.9
1049,Male,21,1,8,72,5,46,No,High,41.0
1050,Male,17,5,6,88,5,43,Yes,Low,76.6
1051,Female,19,5,7,78,8,65,No,Medium,64.4
1052,Male,18,7,7,62,4,44,No,High,80.2
1053,Male,20,4,6,67,7,94,No,High,81.7
1054,Male,20,3,8,67,4,55,No,Low,64.1
1055,Male,21,1,6,79,1,74,No,Low,50.3
1056,Male,20,8,8,63,5,65,Yes,Medium,91.9
1057,Female,18,3,5,80,8,57,No,High,52.8
1058,Male,18,2,6,62,2,68,Yes,Low,54.8
1059,Female,20,4,8,67,0,62,No,Medium,64.9
1060,Female,18,3,6,82,0,92,No,Low,68.4
1061,Male,21,1,6,75,2,53,No,High,44.7
1062,Male,17,3,8,72,9,54,Yes,Low,55.2
1063,Male,21,2,8,62,4,88,Yes,High,71.8
1064,Male,21,8,4,68,2,72,Yes,Low,96.2
1065,Female,18,6,6,73,8,64,No,High,79.5
1066,Male,17,9,7,72,7,60,No,Medium,92.6
1067,Male,18,8,6,66,2,56,Yes,High,90.2
1068,Male,19,3,6,74,8,62,Yes,Medium,63.0
1069,Male,18,5,8,66,5,82,No,High,83.6
1070,Male,18,7,6,97,6,56,Yes,Medium,87.5
1071,Male,18,5,6,93,3,53,No,Low,76.1
1072,Female,17,8,7,81,3,68,Yes,High,92.5
1073,Female,18,5,8,83,1,59,Yes,Low,81.5
1074,Male,17,1,6,96,4,69,Yes,Medium,64.4
1075,Male,20,5,5,60,7,58,No,High,62.2
1076,Male,19,4,4,69,6,92,No,High,79.5
1077,Female,17,6,7,75,6,78,Yes,Low,78.7
1078,Male,20,3,6,67,5,52,No,High,63.9
1079,Female,17,5,5,84,2,57,No,High,81.0
1080,Male,17,2,6,71,4,62,No,Low,49.1
1081,Male,19,6,6,84,0,85,No,High,97.2
1082,Male,21,6,8,76,6,72,Yes,Low,79.6
1083,Male,21,5,8,85,8,78,No,Low,86.7
1084,Female,17,6,8,73,0,79,No,Low,76.5
1085,Female,18,7,5,95,1,57,Yes,Low,81.3
1086,Male,20,5,6,82,2,48,No,Low,65.8
1087,Male,18,1,4,65,2,72,No,Medium,58.3
1088,Female,18,8,7,64,7,71,No,Medium,81.6
1089,Female,17,4,8,84,6,93,Yes,Low,81.4
1090,Female,17,9,8,77,5,56,Yes,Medium,92.5
1091,Female,17,6,6,72,9,58,No,Medium,77.8
1092,Male,17,1,6,73,9,66,No,High,49.3
1093,Female,21,3,5,87,3,45,Yes,Low,68.1
1094,Male,17,3,5,77,8,74,Yes,Medium,62.7
1095,Female,21,4,8,87,0,76,Yes,High,72.5
1096,Female,21,6,6,86,1,73,No,High,79.0
1097,Female,17,7,4,91,3,59,No,Low,92.9
1098,Female,19,4,7,68,2,64,Yes,Low,67.0
1099,Female,20,6,6,99,0,43,No,High,71.9
1100,Male,18,1,6,91,4,49,No,Low,41.9
1101,Male,21,8,5,79,6,49,No,Low,76.3
1102,Female,20,7,7,87,1,63,No,High,94.3
1103,Female,19,9,8,92,4,60,No,High,97.6
1104,Male,18,3,6,63,5,50,No,Low,57.9
1105,Female,18,2,8,93,6,66,No,Medium,56.3
1106,Female,21,1,6,62,0,55,Yes,Low,54.6
1107,Male,17,3,8,85,6,65,Yes,Medium,63.5
1108,Female,19,5,7,67,3,69,Yes,High,72.7
1109,Female,21,2,5,65,7,88,Yes,Medium,69.7
1110,Male,19,3,7,75,3,55,Yes,High,57.5
1111,Male,17,4,4,83,5,46,Yes,Low,55.3
1112,Male,17,7,5,98,8,55,Yes,Low,80.4
1113,Female,21,3,7,89,4,74,Yes,High,80.3
1114,Male,17,9,4,72,3,55,Yes,High,91.6
1115,Male,20,8,6,64,7,79,No,High,94.8
1116,Male,18,4,6,84,8,51,No,Low,60.6
1117,Male,21,1,8,79,3,74,Yes,Low,51.3
1118,Male,19,1,5,77,2,88,No,Medium,60.3
1119,Male,20,1,6,77,7,60,No,High,60.1
1120,Female,21,1,5,61,4,89,Yes,Medium,52.9
1121,Female,17,8,6,69,1,82,Yes,Low,95.5
1122,Male,17,3,8,71,9,75,Yes,Medium,71.3
1123,Male,17,6,7,72,8,87,No,Medium,76.4
1124,Male,17,3,8,70,2,56,No,Low,60.4
1125,Female,19,5,4,78,1,71,Yes,Low,76.8
1126,Female,20,7,6,94,0,80,No,High,92.2
1127,Female,18,2,4,98,7,45,No,Medium,54.4
1128,Female,19,6,4,85,2,63,No,Low,83.7
1129,Female,19,6,5,73,6,66,Yes,Low,80.3
1130,Female,18,3,6,83,0,59,No,Medium,55.5
1131,Female,18,6,4,60,0,64,No,Low,66.6
1132,Female,17,5,7,81,8,41,No,High,74.7
1133,Female,19,2,4,82,7,48,No,High,57.8
1134,Male,21,9,7,78,2,67,No,Medium,99.2
1135,Male,18,8,5,77,5,92,No,High,101.9
1136,Male,18,3,4,71,2,77,No,Low,65.1
1137,Male,20,8,8,87,3,42,Yes,Low,81.9
1138,Female,21,9,5,87,0,59,Yes,Low,95.7
1139,Female,21,3,7,92,4,45,No,Low,63.6
1140,Male,18,3,5,78,0,78,Yes,Medium,59.6
1141,Female,17,2,4,87,0,72,No,High,67.9
1142,Male,20,8,6,96,9,94,No,High,109.4
1143,Female,21,1,6,85,6,40,No,Low,43.5
1144,Male,18,8,7,94,5,76,Yes,Medium,103.6
1145,Female,21,7,7,93,1,45,No,Low,83.9
1146,Female,20,7,6,94,1,84,No,Low,86.8
1147,Male,20,3,7,99,6,73,Yes,Medium,78.9
1148,Female,19,1,5,75,0,86,Yes,Medium,68.9
1149,Male,18,4,8,97,1,54,No,Low,66.7
1150,Male,20,9,8,72,7,84,Yes,High,104.2
1151,Male,19,5,5,82,5,65,Yes,Low,81.6
1152,Male,19,1,8,81,1,53,No,High,58.5
1153,Female,21,5,4,75,6,93,No,High,86.7
1154,Female,21,8,5,87,3,46,No,Medium,82.5
1155,Female,19,8,7,94,1,85,Yes,Medium,106.2
1156,Male,21,5,5,67,5,70,Yes,Low,65.1
1157,Female,20,9,6,81,8,63,Yes,High,84.5
1158,Male,17,1,7,80,8,70,No,High,62.0
1159,Female,20,4,6,85,7,68,Yes,Low,69.7
1160,Female,19,3,7,99,2,81,Yes,Low,79.1
1161,Female,19,2,8,80,2,71,No,Low,59.4
1162,Male,20,8,5,84,1,56,No,Medium,93.6
1163,Female,21,7,4,60,4,53,No,Low,77.2
1164,Female,21,9,7,65,3,79,Yes,Low,92.1
1165,Male,19,2,7,82,6,75,No,High,68.6
1166,Female,18,4,6,82,3,87,Yes,Low,84.4
1167,Male,21,6,8,82,8,63,Yes,High,87.8
1168,Female,20,3,6,91,1,84,No,High,70.9
1169,Male,21,8,6,89,5,93,No,Medium,93.9
1170,Male,20,3,8,72,6,66,No,Low,64.0
1171,Female,19,2,4,77,3,64,No,Low,65.7
1172,Male,21,3,6,82,5,71,No,High,73.0
1173,Male,20,6,6,74,6,91,Yes,Medium,89.6
1174,Male,19,2,7,92,3,57,Yes,Medium,69.4
1175,Male,18,8,8,80,7,85,Yes,Low,100.0
1176,Male,20,1,5,98,8,57,No,High,54.2
1177,Male,18,7,4,82,0,76,Yes,Low,80.0
1178,Female,18,2,4,86,6,65,No,Low,57.8
1179,Male,17,6,8,77,8,48,No,Low,76.3
1180,Male,21,2,7,83,9,74,Yes,Low,66.5
1181,Female,20,2,7,99,4,47,Yes,High,60.5
1182,Female,18,8,8,66,1,59,No,Medium,81.4
1183,Female,17,2,7,79,9,93,Yes,Low,74.9
1184,Female,19,7,4,86,5,81,No,Low,86.2
1185,Female,20,3,4,65,6,61,Yes,Low,60.9
1186,Female,18,8,5,86,1,58,Yes,Low,90.0
1187,Female,21,7,8,68,1,69,Yes,Medium,77.0
1188,Male,17,8,6,90,9,92,Yes,Medium,99.8
1189,Male,18,7,6,80,9,67,Yes,Medium,82.8
1190,Female,21,6,5,85,0,74,No,Medium,79.1
1191,Male,18,7,5,99,3,82,Yes,Low,95.5
1192,Male,20,5,7,72,6,50,Yes,High,69.6
1193,Male,20,7,5,82,8,70,Yes,Medium,88.6
1194,Female,20,1,5,79,2,88,No,Medium,56.9
1195,Female,17,1,6,96,6,87,No,Low,77.6
1196,Male,20,9,7,87,6,78,No,Low,99.3
1197,Female,21,5,5,76,6,75,No,Low,83.8
1198,Male,18,5,5,87,1,69,No,Low,75.7
1199,Male,19,3,7,61,5,62,Yes,High,48.1
1200,Male,21,5,8,84,1,58,Yes,High,82.4
