Student_ID,Gender,Age,Study_Hours_per_Day,Sleep_Hours,Attendance_Percentage,Assignments_Completed,Previous_Exam_Score,Internet_Access,Family_Income_Level,Final_Exam_Score,Performance
897,Female,20,3,4,88,4,65,No,Medium,61.4,Average
898,Female,18,7,7,78,2,68,No,Medium,79.6,Good
899,Male,19,7,4,92,5,42,No,Medium,71.4,Good
900,Male,18,9,4,95,2,53,Yes,Low,86.7,Excellent
901,Male,20,7,8,73,9,64,No,Low,91.5,Excellent
902,Female,20,3,4,73,5,87,No,Medium,78.7,Good
903,Female,21,1,4,94,3,40,No,Low,58.2,Average
904,Male,17,8,6,89,1,92,Yes,Medium,96.5,Excellent
905,Male,21,3,7,87,7,42,Yes,Low,47.9,Fail
906,Female,19,8,6,76,3,93,Yes,Low,105.0,Excellent
907,Female,18,8,4,62,8,65,Yes,High,81.6,Excellent
908,Male,19,5,8,75,6,57,No,Medium,76.3,Good
909,Male,20,1,6,89,1,48,Yes,High,47.9,Fail
910,Female,21,7,6,88,3,77,No,High,88.2,Excellent
911,Male,21,5,5,74,4,62,No,Medium,69.0,Good
912,Male,21,8,4,84,2,60,No,Medium,90.2,Excellent
913,Male,19,9,8,97,8,40,No,Low,95.1,Excellent
914,Female,20,7,6,97,4,60,No,Medium,89.1,Excellent
915,Female,18,7,6,82,1,66,No,High,94.0,Excellent
916,Female,18,1,8,84,2,81,Yes,High,61.6,Average
917,Female,19,4,4,66,8,45,Yes,Medium,53.8,Average
918,Female,21,2,5,81,6,94,Yes,High,72.9,Good
919,Female,17,2,6,76,1,83,Yes,Low,75.0,Good
920,Female,19,2,5,77,8,75,Yes,High,57.1,Average
921,Male,19,4,7,69,3,67,No,Low,72.5,Good
922,Male,20,1,4,69,8,84,Yes,High,57.3,Average
923,Male,18,4,7,66,1,56,Yes,Low,58.2,Average
924,Male,19,2,7,97,9,79,Yes,Low,79.7,Good
925,Male,19,5,7,86,3,91,No,Medium,90.2,Excellent
926,Male,21,3,4,92,4,42,No,Low,59.4,Average
927,Male,21,8,4,60,1,51,No,Medium,74.4,Good
928,Female,17,4,8,93,9,78,Yes,High,78.1,Good
929,Female,20,1,5,63,0,51,Yes,High,42.3,Fail
930,Male,17,1,5,76,6,41,Yes,High,37.2,Fail
931,Male,21,3,8,63,9,85,Yes,Low,72.9,Good
932,Female,18,9,8,85,0,61,Yes,High,93.9,Excellent
933,Male,21,7,7,63,7,62,No,High,86.7,Excellent
934,Male,20,2,8,60,2,69,Yes,Medium,61.6,Average
935,Female,21,9,6,66,9,44,No,Medium,80.4,Excellent
936,Male,20,2,5,89,5,48,Yes,High,57.9,Average
937,Female,20,3,8,68,6,60,No,High,49.4,Fail
938,Male,20,2,6,94,9,50,No,Low,49.2,Fail
939,Female,20,3,6,67,0,44,No,Low,54.7,Average
940,Female,20,6,6,83,5,74,No,High,82.5,Excellent
941,Female,18,9,6,78,6,66,Yes,Medium,90.8,Excellent
942,Male,17,9,7,95,5,88,Yes,High,113.7,Excellent
943,Female,19,7,6,86,3,41,Yes,Low,85.2,Excellent
944,Male,17,3,7,91,0,63,No,Medium,63.5,Average
945,Male,20,4,7,73,8,70,Yes,Medium,64.9,Average
946,Male,18,6,6,77,3,72,Yes,Low,88.9,Excellent
947,Male,21,5,5,87,6,78,Yes,High,90.3,Excellent
948,Female,18,2,6,88,6,69,Yes,High,64.0,Average
949,Female,20,6,6,75,1,85,No,High,87.5,Excellent
950,Male,18,3,6,94,0,76,No,Low,72.6,Good
951,Male,18,8,5,90,7,90,Yes,Medium,105.0,Excellent
952,Female,20,2,4,63,7,67,Yes,Low,56.7,Average
953,Male,18,1,4,96,6,70,Yes,High,60.8,Average
954,Female,19,9,7,76,7,50,No,Low,96.8,Excellent
955,Male,19,3,7,98,2,62,No,Medium,76.2,Good
956,Male,18,1,5,85,1,41,No,Low,39.9,Fail
957,Female,21,7,8,98,6,79,Yes,High,90.0,Excellent
958,Male,20,5,4,63,7,80,No,Medium,69.9,Good
959,Female,19,5,7,89,0,66,No,Low,79.1,Good
960,Male,21,1,4,89,9,74,No,Low,53.3,Average
961,Male,18,9,5,81,8,41,No,Medium,82.7,Excellent
962,Male,21,7,5,70,3,78,No,Medium,78.2,Good
963,Female,17,8,8,61,3,76,Yes,High,95.7,Excellent
964,Male,19,9,8,71,2,60,Yes,Medium,88.3,Excellent
965,Male,18,6,5,89,5,44,Yes,High,76.3,Good
966,Male,20,5,7,95,0,91,Yes,Low,85.9,Excellent
967,Male,18,6,4,77,5,84,No,High,85.7,Excellent
968,Female,20,2,6,85,1,60,Yes,Low,57.5,Average
969,Female,18,4,8,66,8,68,Yes,Medium,71.0,Good
970,Male,21,3,6,60,1,59,Yes,Low,50.6,Average
971,Female,21,7,7,85,6,77,No,Medium,92.3,Excellent
972,Male,21,9,8,82,0,59,Yes,Low,83.2,Excellent
973,Male,17,5,6,85,6,89,No,Low,87.1,Excellent
974,Male,20,6,7,65,4,64,No,Low,70.1,Good
975,Female,21,2,4,65,7,41,No,Low,53.9,Average
976,Female,17,3,7,67,3,71,Yes,High,71.5,Good
977,Female,20,3,8,83,9,65,No,Low,70.9,Good
978,Female,18,9,5,81,6,45,Yes,High,95.3,Excellent
979,Female,17,7,4,78,5,80,Yes,Medium,82.4,Excellent
980,Female,19,8,6,96,4,42,Yes,Medium,84.6,Excellent
981,Female,17,9,8,77,3,72,No,High,103.9,Excellent
982,Female,17,6,5,90,6,40,No,Medium,75.0,Good
983,Female,20,4,7,96,4,90,Yes,Medium,91.8,Excellent
984,Male,18,1,5,89,4,44,No,Low,41.3,Fail
985,Female,19,8,8,92,0,52,No,Low,80.4,Excellent
986,Female,21,7,8,69,1,58,No,Low,79.9,Good
987,Female,21,2,5,96,4,51,Yes,High,68.2,Good
988,Female,17,8,7,71,2,87,No,High,92.1,Excellent
989,Female,20,5,5,89,1,64,No,Medium,74.3,Good
990,Female,20,7,8,86,3,90,Yes,Low,94.8,Excellent
991,Female,21,4,8,98,3,74,No,High,82.0,Excellent
992,Female,19,5,6,68,3,51,Yes,High,59.8,Average
993,Female,18,8,6,80,3,69,No,Low,99.6,Excellent
994,Female,19,1,4,71,2,44,No,High,48.9,Fail
995,Female,18,1,8,88,6,73,No,Low,61.6,Average
996,Male,21,4,6,92,8,61,No,Medium,65.0,Good
997,Male,18,3,5,74,4,78,No,Medium,65.4,Good
998,Female,20,2,7,61,3,52,No,Medium,45.1,Fail
999,Female,17,3,5,98,1,86,Yes,Low,82.8,Excellent
1000,Male,17,1,7,77,1,93,No,High,60.3,Average
1001,Female,21,1,6,62,4,42,No,Medium,34.4,Fail
1002,Male,20,6,4,66,6,92,No,Medium,89.6,Excellent
1003,Male,19,5,5,77,9,59,Yes,Medium,73.7,Good
1004,Male,20,8,5,97,9,70,Yes,High,96.1,Excellent
1005,Male,17,2,5,96,8,44,Yes,High,63.4,Average
1006,Male,17,4,7,92,6,63,No,Low,65.8,Good
1007,Female,20,8,6,90,4,79,No,Medium,95.6,Excellent
1008,Male,20,6,5,70,9,93,Yes,High,88.2,Excellent
1009,Female,17,1,5,63,9,72,Yes,Low,58.7,Average
1010,Female,19,4,4,77,9,47,Yes,Medium,68.9,Good
1011,Male,21,1,4,63,5,63,No,High,49.1,Fail
1012,Male,21,2,6,93,2,89,Yes,High,78.5,Good
1013,Female,20,5,6,88,4,59,No,Low,76.0,Good
1014,Male,21,8,8,83,7,55,No,Medium,88.9,Excellent
1015,Male,17,8,4,81,0,89,No,Medium,104.9,Excellent
1016,Female,17,3,8,61,0,91,Yes,High,59.7,Average
1017,Female,20,4,7,65,6,51,No,Medium,64.9,Average
1018,Male,20,6,8,84,4,52,Yes,Low,80.0,Excellent
1019,Female,20,3,5,80,4,84,Yes,High,67.6,Good
1020,Male,19,2,8,75,0,81,Yes,High,65.9,Good
1021,Male,21,6,6,90,8,78,Yes,Low,85.2,Excellent
1022,Male,20,5,7,73,0,64,No,High,68.5,Good
1023,Female,18,5,5,98,4,85,No,Medium,79.4,Good
1024,Female,18,5,8,87,9,71,No,Medium,80.5,Excellent
1025,Female,17,5,7,91,8,63,No,High,80.5,Excellent
1026,Female,21,3,7,87,3,87,Yes,Low,80.9,Excellent
1027,Female,20,7,5,68,7,86,Yes,Low,89.8,Excellent
1028,Male,18,6,8,81,5,83,Yes,Medium,96.5,Excellent
1029,Male,21,4,7,91,2,48,Yes,Low,64.5,Average
1030,Male,17,2,7,64,3,79,No,High,59.8,Average
1031,Male,19,9,4,82,1,89,Yes,High,111.2,Excellent
1032,Female,21,1,7,64,0,62,No,Medium,50.0,Average
1033,Male,21,4,4,91,7,89,Yes,Medium,77.9,Good
1034,Female,19,1,8,69,0,52,Yes,Medium,54.5,Average
1035,Male,21,6,8,98,0,71,Yes,Low,87.8,Excellent
1036,Female,17,4,8,74,3,89,Yes,High,75.8,Good
1037,Female,17,5,6,66,9,54,No,High,61.4,Average
1038,Male,19,5,8,88,9,75,No,High,86.4,Excellent
1039,Male,20,9,7,62,5,88,No,Medium,107.8,Excellent
1040,Male,18,1,5,78,8,44,No,High,51.0,Average
1041,Male,20,2,4,69,0,61,Yes,Low,50.1,Average
1042,Female,21,6,6,87,6,55,Yes,Low,72.1,Good
1043,Male,18,5,8,88,9,80,No,High,76.4,Good
1044,Male,19,7,8,74,4,49,No,Medium,67.8,Good
1045,Female,19,3,5,94,7,63,Yes,High,63.4,Average
1046,Male,18,3,5,65,6,57,Yes,Low,55.3,Average
1047,Male,17,2,6,71,3,88,No,Low,72.5,Good
1048,Male,18,3,4,97,3,57,No,Low,69.9,Good
1049,Male,21,1,8,72,5,46,No,High,41.0,Fail
1050,Male,17,5,6,88,5,43,Yes,Low,76.6,Good
1051,Female,19,5,7,78,8,65,No,Medium,64.4,Average
1052,Male,18,7,7,62,4,44,No,High,80.2,Excellent
1053,Male,20,4,6,67,7,94,No,High,81.7,Excellent
1054,Male,20,3,8,67,4,55,No,Low,64.1,Average
1055,Male,21,1,6,79,1,74,No,Low,50.3,Average
1056,Male,20,8,8,63,5,65,Yes,Medium,91.9,Excellent
1057,Female,18,3,5,80,8,57,No,High,52.8,Average
1058,Male,18,2,6,62,2,68,Yes,Low,54.8,Average
1059,Female,20,4,8,67,0,62,No,Medium,64.9,Average
1060,Female,18,3,6,82,0,92,No,Low,68.4,Good
1061,Male,21,1,6,75,2,53,No,High,44.7,Fail
1062,Male,17,3,8,72,9,54,Yes,Low,55.2,Average
1063,Male,21,2,8,62,4,88,Yes,High,71.8,Good
1064,Male,21,8,4,68,2,72,Yes,Low,96.2,Excellent
1065,Female,18,6,6,73,8,64,No,High,79.5,Good
1066,Male,17,9,7,72,7,60,No,Medium,92.6,Excellent
1067,Male,18,8,6,66,2,56,Yes,High,90.2,Excellent
1068,Male,19,3,6,74,8,62,Yes,Medium,63.0,Average
1069,Male,18,5,8,66,5,82,No,High,83.6,Excellent
1070,Male,18,7,6,97,6,56,Yes,Medium,87.5,Excellent
1071,Male,18,5,6,93,3,53,No,Low,76.1,Good
1072,Female,17,8,7,81,3,68,Yes,High,92.5,Excellent
1073,Female,18,5,8,83,1,59,Yes,Low,81.5,Excellent
1074,Male,17,1,6,96,4,69,Yes,Medium,64.4,Average
1075,Male,20,5,5,60,7,58,No,High,62.2,Average
1076,Male,19,4,4,69,6,92,No,High,79.5,Good
1077,Female,17,6,7,75,6,78,Yes,Low,78.7,Good
1078,Male,20,3,6,67,5,52,No,High,63.9,Average
1079,Female,17,5,5,84,2,57,No,High,81.0,Excellent
1080,Male,17,2,6,71,4,62,No,Low,49.1,Fail
1081,Male,19,6,6,84,0,85,No,High,97.2,Excellent
1082,Male,21,6,8,76,6,72,Yes,Low,79.6,Good
1083,Male,21,5,8,85,8,78,No,Low,86.7,Excellent
1084,Female,17,6,8,73,0,79,No,Low,76.5,Good
1085,Female,18,7,5,95,1,57,Yes,Low,81.3,Excellent
1086,Male,20,5,6,82,2,48,No,Low,65.8,Good
1087,Male,18,1,4,65,2,72,No,Medium,58.3,Average
1088,Female,18,8,7,64,7,71,No,Medium,81.6,Excellent
1089,Female,17,4,8,84,6,93,Yes,Low,81.4,Excellent
1090,Female,17,9,8,77,5,56,Yes,Medium,92.5,Excellent
1091,Female,17,6,6,72,9,58,No,Medium,77.8,Good
1092,Male,17,1,6,73,9,66,No,High,49.3,Fail
1093,Female,21,3,5,87,3,45,Yes,Low,68.1,Good
1094,Male,17,3,5,77,8,74,Yes,Medium,62.7,Average
1095,Female,21,4,8,87,0,76,Yes,High,72.5,Good
1096,Female,21,6,6,86,1,73,No,High,79.0,Good
1097,Female,17,7,4,91,3,59,No,Low,92.9,Excellent
1098,Female,19,4,7,68,2,64,Yes,Low,67.0,Good
1099,Female,20,6,6,99,0,43,No,High,71.9,Good
1100,Male,18,1,6,91,4,49,No,Low,41.9,Fail
1101,Male,21,8,5,79,6,49,No,Low,76.3,Good
1102,Female,20,7,7,87,1,63,No,High,94.3,Excellent
1103,Female,19,9,8,92,4,60,No,High,97.6,Excellent
1104,Male,18,3,6,63,5,50,No,Low,57.9,Average
1105,Female,18,2,8,93,6,66,No,Medium,56.3,Average
1106,Female,21,1,6,62,0,55,Yes,Low,54.6,Average
1107,Male,17,3,8,85,6,65,Yes,Medium,63.5,Average
1108,Female,19,5,7,67,3,69,Yes,High,72.7,Good
1109,Female,21,2,5,65,7,88,Yes,Medium,69.7,Good
1110,Male,19,3,7,75,3,55,Yes,High,57.5,Average
1111,Male,17,4,4,83,5,46,Yes,Low,55.3,Average
1112,Male,17,7,5,98,8,55,Yes,Low,80.4,Excellent
1113,Female,21,3,7,89,4,74,Yes,High,80.3,Excellent
1114,Male,17,9,4,72,3,55,Yes,High,91.6,Excellent
1115,Male,20,8,6,64,7,79,No,High,94.8,Excellent
1116,Male,18,4,6,84,8,51,No,Low,60.6,Average
1117,Male,21,1,8,79,3,74,Yes,Low,51.3,Average
1118,Male,19,1,5,77,2,88,No,Medium,60.3,Average
1119,Male,20,1,6,77,7,60,No,High,60.1,Average
1120,Female,21,1,5,61,4,89,Yes,Medium,52.9,Average
1121,Female,17,8,6,69,1,82,Yes,Low,95.5,Excellent
1122,Male,17,3,8,71,9,75,Yes,Medium,71.3,Good
1123,Male,17,6,7,72,8,87,No,Medium,76.4,Good
1124,Male,17,3,8,70,2,56,No,Low,60.4,Average
1125,Female,19,5,4,78,1,71,Yes,Low,76.8,Good
1126,Female,20,7,6,94,0,80,No,High,92.2,Excellent
1127,Female,18,2,4,98,7,45,No,Medium,54.4,Average
1128,Female,19,6,4,85,2,63,No,Low,83.7,Excellent
1129,Female,19,6,5,73,6,66,Yes,Low,80.3,Excellent
1130,Female,18,3,6,83,0,59,No,Medium,55.5,Average
1131,Female,18,6,4,60,0,64,No,Low,66.6,Good
1132,Female,17,5,7,81,8,41,No,High,74.7,Good
1133,Female,19,2,4,82,7,48,No,High,57.8,Average
1134,Male,21,9,7,78,2,67,No,Medium,99.2,Excellent
1135,Male,18,8,5,77,5,92,No,High,101.9,Excellent
1136,Male,18,3,4,71,2,77,No,Low,65.1,Good
1137,Male,20,8,8,87,3,42,Yes,Low,81.9,Excellent
1138,Female,21,9,5,87,0,59,Yes,Low,95.7,Excellent
1139,Female,21,3,7,92,4,45,No,Low,63.6,Average
1140,Male,18,3,5,78,0,78,Yes,Medium,59.6,Average
1141,Female,17,2,4,87,0,72,No,High,67.9,Good
1142,Male,20,8,6,96,9,94,No,High,109.4,Excellent
1143,Female,21,1,6,85,6,40,No,Low,43.5,Fail
1144,Male,18,8,7,94,5,76,Yes,Medium,103.6,Excellent
1145,Female,21,7,7,93,1,45,No,Low,83.9,Excellent
1146,Female,20,7,6,94,1,84,No,Low,86.8,Excellent
1147,Male,20,3,7,99,6,73,Yes,Medium,78.9,Good
1148,Female,19,1,5,75,0,86,Yes,Medium,68.9,Good
1149,Male,18,4,8,97,1,54,No,Low,66.7,Good
1150,Male,20,9,8,72,7,84,Yes,High,104.2,Excellent
1151,Male,19,5,5,82,5,65,Yes,Low,81.6,Excellent
1152,Male,19,1,8,81,1,53,No,High,58.5,Average
1153,Female,21,5,4,75,6,93,No,High,86.7,Excellent
1154,Female,21,8,5,87,3,46,No,Medium,82.5,Excellent
1155,Female,19,8,7,94,1,85,Yes,Medium,106.2,Excellent
1156,Male,21,5,5,67,5,70,Yes,Low,65.1,Good
1157,Female,20,9,6,81,8,63,Yes,High,84.5,Excellent
1158,Male,17,1,7,80,8,70,No,High,62.0,Average
1159,Female,20,4,6,85,7,68,Yes,Low,69.7,Good
1160,Female,19,3,7,99,2,81,Yes,Low,79.1,Good
1161,Female,19,2,8,80,2,71,No,Low,59.4,Average
1162,Male,20,8,5,84,1,56,No,Medium,93.6,Excellent
1163,Female,21,7,4,60,4,53,No,Low,77.2,Good
1164,Female,21,9,7,65,3,79,Yes,Low,92.1,Excellent
1165,Male,19,2,7,82,6,75,No,High,68.6,Good
1166,Female,18,4,6,82,3,87,Yes,Low,84.4,Excellent
1167,Male,21,6,8,82,8,63,Yes,High,87.8,Excellent
1168,Female,20,3,6,91,1,84,No,High,70.9,Good
1169,Male,21,8,6,89,5,93,No,Medium,93.9,Excellent
1170,Male,20,3,8,72,6,66,No,Low,64.0,Average
1171,Female,19,2,4,77,3,64,No,Low,65.7,Good
1172,Male,21,3,6,82,5,71,No,High,73.0,Good
1173,Male,20,6,6,74,6,91,Yes,Medium,89.6,Excellent
1174,Male,19,2,7,92,3,57,Yes,Medium,69.4,Good
1175,Male,18,8,8,80,7,85,Yes,Low,100.0,Excellent
1176,Male,20,1,5,98,8,57,No,High,54.2,Average
1177,Male,18,7,4,82,0,76,Yes,Low,80.0,Excellent
1178,Female,18,2,4,86,6,65,No,Low,57.8,Average
1179,Male,17,6,8,77,8,48,No,Low,76.3,Good
1180,Male,21,2,7,83,9,74,Yes,Low,66.5,Good
1181,Female,20,2,7,99,4,47,Yes,High,60.5,Average
1182,Female,18,8,8,66,1,59,No,Medium,81.4,Excellent
1183,Female,17,2,7,79,9,93,Yes,Low,74.9,Good
1184,Female,19,7,4,86,5,81,No,Low,86.2,Excellent
1185,Female,20,3,4,65,6,61,Yes,Low,60.9,Average
1186,Female,18,8,5,86,1,58,Yes,Low,90.0,Excellent
1187,Female,21,7,8,68,1,69,Yes,Medium,77.0,Good
1188,Male,17,8,6,90,9,92,Yes,Medium,99.8,Excellent
1189,Male,18,7,6,80,9,67,Yes,Medium,82.8,Excellent
1190,Female,21,6,5,85,0,74,No,Medium,79.1,Good
1191,Male,18,7,5,99,3,82,Yes,Low,95.5,Excellent
1192,Male,20,5,7,72,6,50,Yes,High,69.6,Good
1193,Male,20,7,5,82,8,70,Yes,Medium,88.6,Excellent
1194,Female,20,1,5,79,2,88,No,Medium,56.9,Average
1195,Female,17,1,6,96,6,87,No,Low,77.6,Good
1196,Male,20,9,7,87,6,78,No,Low,99.3,Excellent
1197,Female,21,5,5,76,6,75,No,Low,83.8,Excellent
1198,Male,18,5,5,87,1,69,No,Low,75.7,Good
1199,Male,19,3,7,61,5,62,Yes,High,48.1,Fail
1200,Male,21,5,8,84,1,58,Yes,High,82.4,Excellent
